Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Mode_of_Payment,Product_Name,Service,Product_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Customer_Type,Order_Channel,Invoice_Num_Int,actual_billing_amnt
INV-12555,CUST-2663,SRV-867,2023-11-28,Pending,Debit Card,Car Accessories,Support,Automotive,2,13.35,143.58,167.75,0.0,167.75,71.79,0.093,10.82,0.0,Premium,Marketplace,12555,167.75
INV-12556,CUST-1115,SRV-283,2024-07-27,Pending,Credit Card,Dress,Express Delivery,Clothing,9,60.49,795.96,880.45,0.0,880.45,88.44,0.076,24.0,0.0,Regular,In-Store,12556,880.45
INV-12557,CUST-5896,SRV-185,2025-01-10,Paid,Check,Lipstick,Consultation,Beauty,1,5.64,48.17,46.09,46.09,0.0,48.17,0.117,2.01,9.73,Regular,Online,12557,46.09
INV-12558,CUST-8329,SRV-430,2024-07-27,Paid,Cash,Smart TV,Installation,Electronics,9,636.76,6064.38,6972.65,6972.65,0.0,673.82,0.105,271.51,0.0,Corporate,Online,12558,6972.65
INV-12559,CUST-8406,SRV-724,2025-01-19,Paid,Credit Card,Camera,Standard Shipping,Electronics,9,872.07,11946.15,13074.13,13074.13,0.0,1327.35,0.073,255.91,0.0,Regular,Online,12559,13074.13
INV-12560,CUST-9354,SRV-337,2024-07-29,Cancelled,Check,Makeup Kit,Standard Shipping,Beauty,2,10.38,157.3,172.4,0.0,172.4,78.65,0.066,4.72,0.0,Regular,Online,12560,172.4
INV-12561,CUST-4070,SRV-678,2023-09-30,Overdue,Bank Transfer,Sweater,Consultation,Clothing,9,103.73,1646.46,1671.57,357.03,1314.54,182.94,0.063,68.59,147.21,Regular,In-Store,12561,1671.57
INV-12562,CUST-2195,SRV-732,2025-05-06,Pending,Digital Wallet,Tablet,Standard Shipping,Electronics,3,172.95,1921.68,2140.47,0.0,2140.47,640.56,0.09,45.84,0.0,Corporate,Marketplace,12562,2140.47
INV-12563,CUST-2272,SRV-836,2023-12-03,Paid,Bank Transfer,Organic Coffee,Consultation,Food & Beverage,7,10.25,120.54,139.07,139.07,0.0,17.22,0.085,8.28,0.0,Premium,Marketplace,12563,139.07
INV-12564,CUST-2467,SRV-267,2024-05-21,Cancelled,Cash,Headphones,Consultation,Electronics,10,112.12,992.2,1045.75,0.0,1045.75,99.22,0.113,52.17,110.74,Premium,Online,12564,1045.75
INV-12565,CUST-3036,SRV-202,2024-06-10,Paid,PayPal,Makeup Kit,Warranty,Beauty,8,87.11,967.92,1099.88,1099.88,0.0,120.99,0.09,44.85,0.0,Regular,In-Store,12565,1099.88
INV-12566,CUST-1474,SRV-198,2025-01-11,Overdue,Debit Card,Smart TV,Express Delivery,Electronics,2,150.21,1854.42,2050.07,0.0,2050.07,927.21,0.081,45.44,0.0,Corporate,Mobile App,12566,2050.07
INV-12567,CUST-4369,SRV-668,2023-09-08,Paid,Check,Sports Jersey,Installation,Sports,4,42.2,421.96,476.7,476.7,0.0,105.49,0.1,12.54,0.0,Corporate,Online,12567,476.7
INV-12568,CUST-6788,SRV-751,2025-04-28,Paid,Debit Card,Garden Tool,Installation,Home & Garden,9,255.71,2636.19,2981.91,2981.91,0.0,292.91,0.097,90.01,0.0,New,In-Store,12568,2981.91
INV-12569,CUST-4115,SRV-320,2025-06-08,Paid,Check,Makeup Kit,Warranty,Beauty,1,4.37,31.2,36.25,36.25,0.0,31.2,0.14,0.68,0.0,Premium,In-Store,12569,36.25
INV-12570,CUST-9659,SRV-415,2024-10-01,Paid,Debit Card,Gym Equipment,Installation,Sports,5,27.5,289.45,266.13,266.13,0.0,57.89,0.095,15.96,66.78,VIP,Phone,12570,266.13
INV-12571,CUST-2268,SRV-666,2025-03-23,Cancelled,Debit Card,Car Care Products,Warranty,Automotive,7,94.08,640.01,765.07,0.0,765.07,91.43,0.147,30.98,0.0,Regular,Mobile App,12571,765.07
INV-12572,CUST-1048,SRV-499,2025-06-10,Overdue,Check,Sofa,Maintenance,Home & Garden,2,30.39,440.46,435.95,86.83,349.12,220.23,0.069,15.95,50.85,Regular,Marketplace,12572,435.95
INV-12573,CUST-3900,SRV-994,2024-11-02,Paid,PayPal,Biography,Express Delivery,Books,9,29.96,440.64,485.15,485.15,0.0,48.96,0.068,14.55,0.0,Regular,Online,12573,485.15
INV-12574,CUST-2920,SRV-857,2025-07-03,Overdue,Check,Yoga Mat,Installation,Sports,5,81.64,1407.6,1526.28,756.75,769.53,281.52,0.058,37.04,0.0,Regular,Online,12574,1526.28
INV-12575,CUST-2327,SRV-746,2025-03-24,Paid,PayPal,Yoga Mat,Maintenance,Sports,5,63.63,630.0,610.43,610.43,0.0,126.0,0.101,46.59,129.79,Corporate,Mobile App,12575,610.43
INV-12576,CUST-3844,SRV-357,2025-07-11,Pending,Check,Tires,Express Delivery,Automotive,10,250.61,2506.1,2873.32,0.0,2873.32,250.61,0.1,116.61,0.0,Regular,Mobile App,12576,2873.32
INV-12577,CUST-9655,SRV-607,2024-09-21,Partially Paid,Digital Wallet,Dress,Express Delivery,Clothing,1,2.16,26.31,29.18,4.68,24.5,26.31,0.082,0.71,0.0,Premium,Online,12577,29.18
INV-12578,CUST-3906,SRV-803,2024-05-01,Paid,PayPal,Tablet,Warranty,Electronics,9,283.73,3460.14,3054.4,3054.4,0.0,384.46,0.082,110.01,799.48,Regular,Mobile App,12578,3054.4
INV-12579,CUST-4909,SRV-860,2025-01-05,Pending,Bank Transfer,Motor Oil,Installation,Automotive,4,182.12,1222.28,1475.47,0.0,1475.47,305.57,0.149,71.07,0.0,Regular,Phone,12579,1475.47
INV-12580,CUST-7377,SRV-216,2023-10-01,Pending,Cash,Tools,Consultation,Automotive,7,79.58,837.69,737.63,0.0,737.63,119.67,0.095,32.31,211.95,Corporate,Mobile App,12580,737.63
INV-12581,CUST-1605,SRV-495,2024-08-15,Paid,Debit Card,Headphones,Standard Shipping,Electronics,5,384.05,4518.25,4583.16,4583.16,0.0,903.65,0.085,92.8,411.94,VIP,Online,12581,4583.16
INV-12582,CUST-1722,SRV-101,2024-05-21,Partially Paid,Debit Card,Smartphone,Warranty,Electronics,3,447.21,3413.85,4040.18,2057.06,1983.12,1137.95,0.131,179.12,0.0,Regular,Online,12582,4040.18
INV-12583,CUST-3828,SRV-161,2025-03-24,Paid,Cash,Car Parts,Installation,Automotive,10,148.97,2327.6,2528.25,2528.25,0.0,232.76,0.064,51.68,0.0,Regular,Mobile App,12583,2528.25
INV-12584,CUST-8416,SRV-617,2024-05-28,Paid,Digital Wallet,Sofa,Standard Shipping,Home & Garden,2,25.09,321.62,358.35,358.35,0.0,160.81,0.078,11.64,0.0,Premium,In-Store,12584,358.35
INV-12585,CUST-5041,SRV-822,2025-03-03,Pending,Cash,Car Parts,Consultation,Automotive,6,98.15,1464.96,1654.34,0.0,1654.34,244.16,0.067,91.23,0.0,VIP,Online,12585,1654.34
INV-12586,CUST-6302,SRV-775,2024-12-28,Paid,Check,Motor Oil,Maintenance,Automotive,8,257.4,2318.88,2333.31,2333.31,0.0,289.86,0.111,70.09,313.06,Premium,Mobile App,12586,2333.31
INV-12587,CUST-9759,SRV-968,2024-04-04,Paid,Check,Car Accessories,Warranty,Automotive,1,24.83,203.55,233.67,233.67,0.0,203.55,0.122,5.29,0.0,Regular,In-Store,12587,233.67
INV-12588,CUST-6184,SRV-104,2024-06-17,Paid,Check,Self-Help Book,Standard Shipping,Books,4,17.75,135.48,161.97,161.97,0.0,33.87,0.131,8.74,0.0,Corporate,In-Store,12588,161.97
INV-12589,CUST-7276,SRV-535,2023-09-19,Paid,Debit Card,Motor Oil,Installation,Automotive,5,197.62,1401.55,1660.23,1660.23,0.0,280.31,0.141,61.06,0.0,Regular,Online,12589,1660.23
INV-12590,CUST-2451,SRV-612,2024-06-27,Pending,PayPal,Plant Pot,Express Delivery,Home & Garden,3,82.55,616.05,687.08,0.0,687.08,205.35,0.134,22.88,34.4,Corporate,In-Store,12590,687.08
INV-12591,CUST-1997,SRV-613,2024-08-26,Pending,PayPal,Cookbook,Warranty,Books,6,10.62,160.98,138.34,0.0,138.34,26.83,0.066,5.89,39.15,Corporate,Online,12591,138.34
INV-12592,CUST-8327,SRV-840,2024-11-04,Pending,Check,Shampoo,Warranty,Beauty,4,41.88,307.96,366.35,0.0,366.35,76.99,0.136,16.51,0.0,VIP,Online,12592,366.35
INV-12593,CUST-2245,SRV-274,2024-02-25,Overdue,Digital Wallet,Makeup Kit,Support,Beauty,5,43.56,337.7,332.57,0.0,332.57,67.54,0.129,23.89,72.58,Corporate,In-Store,12593,332.57
INV-12594,CUST-3869,SRV-736,2024-06-10,Partially Paid,Credit Card,Tires,Express Delivery,Automotive,4,115.57,1284.08,1444.96,796.16,648.8,321.02,0.09,45.31,0.0,Regular,Mobile App,12594,1444.96
INV-12595,CUST-9470,SRV-447,2024-06-05,Partially Paid,Check,Headphones,Standard Shipping,Electronics,1,143.96,1142.53,1332.82,434.89,897.93,1142.53,0.126,46.33,0.0,Premium,Online,12595,1332.82
INV-12596,CUST-6245,SRV-326,2025-08-15,Paid,Bank Transfer,Face Cream,Consultation,Beauty,4,46.15,415.8,482.29,482.29,0.0,103.95,0.111,20.34,0.0,Premium,Online,12596,482.29
INV-12597,CUST-3143,SRV-840,2024-11-21,Paid,Cash,Sofa,Installation,Home & Garden,1,17.14,267.78,265.64,265.64,0.0,267.78,0.064,11.75,31.03,Regular,In-Store,12597,265.64
INV-12598,CUST-9126,SRV-293,2024-12-06,Paid,Check,Garden Tool,Express Delivery,Home & Garden,7,476.09,3173.94,3551.51,3551.51,0.0,453.42,0.15,233.56,332.08,Regular,Marketplace,12598,3551.51
INV-12599,CUST-2080,SRV-592,2023-11-30,Paid,Check,Car Parts,Express Delivery,Automotive,4,195.72,1578.4,1469.24,1469.24,0.0,394.6,0.124,95.72,400.6,Regular,Online,12599,1469.24
INV-12600,CUST-7875,SRV-768,2024-11-17,Paid,Debit Card,Camera,Express Delivery,Electronics,1,181.67,1279.4,1493.35,1493.35,0.0,1279.4,0.142,32.28,0.0,Regular,Phone,12600,1493.35
INV-12601,CUST-2094,SRV-132,2025-04-20,Pending,PayPal,Biography,Warranty,Books,7,30.18,314.37,311.17,0.0,311.17,44.91,0.096,15.04,48.42,Premium,Online,12601,311.17
INV-12602,CUST-5895,SRV-438,2025-05-28,Paid,Credit Card,Smartphone,Installation,Electronics,9,198.78,2394.99,2765.38,2765.38,0.0,266.11,0.083,171.61,0.0,VIP,Online,12602,2765.38
INV-12603,CUST-1827,SRV-243,2024-09-28,Paid,Debit Card,Self-Help Book,Installation,Books,6,19.31,146.28,173.23,173.23,0.0,24.38,0.132,7.64,0.0,VIP,Phone,12603,173.23
INV-12604,CUST-2347,SRV-310,2024-09-11,Paid,Digital Wallet,Dress,Consultation,Clothing,9,82.42,659.34,661.04,661.04,0.0,73.26,0.125,14.31,95.03,Regular,In-Store,12604,661.04
INV-12605,CUST-7316,SRV-550,2024-06-18,Paid,Bank Transfer,Dress,Consultation,Clothing,2,24.49,306.14,351.72,351.72,0.0,153.07,0.08,21.09,0.0,Corporate,Marketplace,12605,351.72
INV-12606,CUST-5008,SRV-852,2024-05-22,Overdue,Check,Plant Pot,Consultation,Home & Garden,10,132.26,2404.7,2208.22,0.0,2208.22,240.47,0.055,132.23,460.97,Regular,Online,12606,2208.22
INV-12607,CUST-4750,SRV-858,2024-09-07,Pending,Credit Card,Biography,Warranty,Books,2,4.46,42.52,49.2,0.0,49.2,21.26,0.105,2.22,0.0,Premium,In-Store,12607,49.2
INV-12608,CUST-5917,SRV-950,2025-05-13,Paid,Check,Face Cream,Warranty,Beauty,6,33.09,580.44,649.76,649.76,0.0,96.74,0.057,36.23,0.0,Corporate,Marketplace,12608,649.76
INV-12609,CUST-5891,SRV-542,2024-05-18,Partially Paid,Bank Transfer,Lipstick,Express Delivery,Beauty,10,6.72,88.4,78.32,62.9,15.42,8.84,0.076,6.91,23.71,VIP,In-Store,12609,78.32
INV-12610,CUST-6987,SRV-438,2024-05-22,Pending,Check,Organic Coffee,Maintenance,Food & Beverage,2,5.35,55.18,63.25,0.0,63.25,27.59,0.097,2.72,0.0,Regular,Online,12610,63.25
INV-12611,CUST-8396,SRV-144,2025-05-26,Partially Paid,Check,Biography,Warranty,Books,3,27.45,189.33,230.83,151.92,78.91,63.11,0.145,14.05,0.0,Regular,Online,12611,230.83
INV-12612,CUST-2256,SRV-572,2025-01-11,Paid,Check,Gaming Console,Consultation,Electronics,8,499.74,4164.48,4853.29,4853.29,0.0,520.56,0.12,189.07,0.0,Regular,Online,12612,4853.29
INV-12613,CUST-8984,SRV-701,2025-05-28,Paid,Debit Card,Kitchen Appliance,Consultation,Home & Garden,2,32.04,416.08,468.46,468.46,0.0,208.04,0.077,20.34,0.0,Regular,Phone,12613,468.46
INV-12614,CUST-4296,SRV-990,2024-01-10,Paid,Credit Card,Car Accessories,Consultation,Automotive,9,82.43,1397.07,1150.47,1150.47,0.0,155.23,0.059,57.7,386.73,Corporate,Online,12614,1150.47
INV-12615,CUST-8669,SRV-212,2025-08-13,Paid,Credit Card,Shampoo,Maintenance,Beauty,7,42.3,729.26,804.58,804.58,0.0,104.18,0.058,33.02,0.0,Regular,In-Store,12615,804.58
INV-12616,CUST-7890,SRV-864,2024-05-05,Paid,Debit Card,Tires,Warranty,Automotive,1,21.58,156.4,184.05,184.05,0.0,156.4,0.138,6.07,0.0,Corporate,Online,12616,184.05
INV-12617,CUST-6475,SRV-525,2024-03-14,Paid,Debit Card,Dining Table,Installation,Home & Garden,6,283.17,2803.68,3205.7,3205.7,0.0,467.28,0.101,118.85,0.0,Regular,In-Store,12617,3205.7
INV-12618,CUST-8039,SRV-681,2024-12-08,Overdue,Check,Gym Equipment,Maintenance,Sports,7,134.01,1276.31,1476.1,0.0,1476.1,182.33,0.105,65.78,0.0,New,Online,12618,1476.1
INV-12619,CUST-7960,SRV-329,2023-11-02,Paid,Digital Wallet,Lipstick,Warranty,Beauty,1,3.14,44.9,50.48,50.48,0.0,44.9,0.07,2.44,0.0,Corporate,In-Store,12619,50.48
INV-12620,CUST-2287,SRV-532,2024-05-17,Paid,Debit Card,Dining Table,Standard Shipping,Home & Garden,2,13.84,177.44,201.07,201.07,0.0,88.72,0.078,9.79,0.0,Premium,Marketplace,12620,201.07
INV-12621,CUST-2482,SRV-684,2025-01-30,Paid,Debit Card,Motor Oil,Warranty,Automotive,1,29.21,339.64,382.69,382.69,0.0,339.64,0.086,13.84,0.0,Corporate,Online,12621,382.69
INV-12622,CUST-7770,SRV-293,2024-08-25,Pending,Digital Wallet,Car Accessories,Express Delivery,Automotive,6,110.36,1268.52,1451.47,0.0,1451.47,211.42,0.087,72.59,0.0,Premium,Online,12622,1451.47
INV-12623,CUST-5881,SRV-108,2025-08-30,Paid,PayPal,Smartphone,Maintenance,Electronics,3,150.4,2892.33,3231.15,3231.15,0.0,964.11,0.052,188.42,0.0,VIP,Mobile App,12623,3231.15
INV-12624,CUST-7241,SRV-311,2024-08-01,Pending,Debit Card,Bedding Set,Consultation,Home & Garden,4,213.78,1595.4,1848.83,0.0,1848.83,398.85,0.134,39.65,0.0,Regular,Mobile App,12624,1848.83
INV-12625,CUST-9848,SRV-103,2025-08-07,Paid,Check,Car Care Products,Consultation,Automotive,10,177.75,1519.2,1663.54,1663.54,0.0,151.92,0.117,68.04,101.45,Corporate,Mobile App,12625,1663.54
INV-12626,CUST-2687,SRV-196,2025-07-06,Pending,Bank Transfer,Garden Tool,Maintenance,Home & Garden,2,64.13,493.3,568.18,0.0,568.18,246.65,0.13,10.75,0.0,Premium,Online,12626,568.18
INV-12627,CUST-5976,SRV-591,2024-03-01,Paid,Check,Hat,Express Delivery,Clothing,3,37.11,274.86,327.06,327.06,0.0,91.62,0.135,15.09,0.0,Regular,In-Store,12627,327.06
INV-12628,CUST-1806,SRV-834,2024-02-28,Pending,PayPal,Running Shoes,Maintenance,Sports,4,45.32,629.44,562.98,0.0,562.98,157.36,0.072,36.49,148.27,Regular,Phone,12628,562.98
INV-12629,CUST-3066,SRV-965,2025-08-09,Pending,PayPal,Protein Bar,Installation,Food & Beverage,7,10.63,177.24,153.54,0.0,153.54,25.32,0.06,10.26,44.59,Regular,In-Store,12629,153.54
INV-12630,CUST-8451,SRV-668,2023-11-06,Paid,PayPal,Organic Coffee,Express Delivery,Food & Beverage,7,10.83,138.88,159.61,159.61,0.0,19.84,0.078,9.9,0.0,Regular,Online,12630,159.61
INV-12631,CUST-9279,SRV-343,2025-02-04,Paid,Bank Transfer,Sofa,Consultation,Home & Garden,2,28.2,361.6,407.16,407.16,0.0,180.8,0.078,17.36,0.0,Regular,Phone,12631,407.16
INV-12632,CUST-7688,SRV-977,2024-08-29,Pending,Cash,Spice Set,Maintenance,Food & Beverage,6,9.4,67.14,59.3,0.0,59.3,11.19,0.14,2.01,19.25,Regular,Phone,12632,59.3
INV-12633,CUST-5405,SRV-825,2025-04-03,Pending,PayPal,Gaming Console,Express Delivery,Electronics,10,876.66,6446.0,7676.06,0.0,7676.06,644.6,0.136,353.4,0.0,VIP,Phone,12633,7676.06
INV-12634,CUST-6240,SRV-569,2025-01-07,Paid,Credit Card,Car Accessories,Standard Shipping,Automotive,4,153.87,1479.48,1701.73,1701.73,0.0,369.87,0.104,68.38,0.0,VIP,Phone,12634,1701.73
INV-12635,CUST-2481,SRV-814,2024-09-14,Partially Paid,Digital Wallet,Makeup Kit,Warranty,Beauty,8,41.58,649.68,712.37,518.21,194.16,81.21,0.064,21.11,0.0,Regular,In-Store,12635,712.37
INV-12636,CUST-4084,SRV-492,2023-09-19,Paid,Debit Card,Shoes,Maintenance,Clothing,5,17.72,155.45,176.57,176.57,0.0,31.09,0.114,3.4,0.0,Regular,In-Store,12636,176.57
INV-12637,CUST-9700,SRV-604,2025-03-04,Paid,Credit Card,Headphones,Express Delivery,Electronics,1,71.79,1354.44,1240.68,1240.68,0.0,1354.44,0.053,96.81,282.36,Corporate,Mobile App,12637,1240.68
INV-12638,CUST-3587,SRV-111,2025-04-17,Paid,Cash,Car Accessories,Maintenance,Automotive,8,108.63,1508.72,1342.94,1342.94,0.0,188.59,0.072,45.01,319.42,Corporate,Online,12638,1342.94
INV-12639,CUST-7149,SRV-470,2024-11-07,Paid,Digital Wallet,Organic Coffee,Warranty,Food & Beverage,2,7.46,62.14,72.14,72.14,0.0,31.07,0.12,2.54,0.0,Corporate,Mobile App,12639,72.14
INV-12640,CUST-4175,SRV-703,2024-10-25,Pending,Check,Spice Set,Standard Shipping,Food & Beverage,6,13.25,100.38,101.98,0.0,101.98,16.73,0.132,3.22,14.87,Regular,Marketplace,12640,101.98
INV-12641,CUST-5432,SRV-535,2025-03-19,Paid,Debit Card,Protein Bar,Express Delivery,Food & Beverage,1,3.98,38.98,44.92,44.92,0.0,38.98,0.102,1.96,0.0,Regular,Marketplace,12641,44.92
INV-12642,CUST-3238,SRV-703,2024-03-02,Paid,Credit Card,Car Accessories,Express Delivery,Automotive,6,78.41,784.14,856.54,856.54,0.0,130.69,0.1,39.6,45.61,Regular,Mobile App,12642,856.54
INV-12643,CUST-5814,SRV-495,2024-01-07,Pending,Credit Card,Skincare Set,Maintenance,Beauty,8,47.79,937.12,1005.09,0.0,1005.09,117.14,0.051,20.18,0.0,New,In-Store,12643,1005.09
INV-12644,CUST-9504,SRV-618,2024-07-27,Pending,Cash,Bicycle,Warranty,Sports,4,96.74,786.52,912.35,0.0,912.35,196.63,0.123,29.09,0.0,Regular,In-Store,12644,912.35
INV-12645,CUST-1531,SRV-667,2025-05-14,Paid,Debit Card,Running Shoes,Express Delivery,Sports,2,29.66,361.66,411.04,411.04,0.0,180.83,0.082,19.72,0.0,Regular,Marketplace,12645,411.04
INV-12646,CUST-6736,SRV-400,2024-01-10,Pending,PayPal,Sports Jersey,Maintenance,Sports,3,20.58,361.11,390.79,0.0,390.79,120.37,0.057,9.1,0.0,Regular,In-Store,12646,390.79
INV-12647,CUST-1235,SRV-691,2024-06-30,Pending,Check,Bedding Set,Support,Home & Garden,5,18.68,274.75,308.23,0.0,308.23,54.95,0.068,14.8,0.0,Premium,Phone,12647,308.23
INV-12648,CUST-3285,SRV-352,2025-03-28,Paid,Cash,Protein Bar,Warranty,Food & Beverage,8,16.75,180.08,211.17,211.17,0.0,22.51,0.093,14.34,0.0,VIP,Mobile App,12648,211.17
INV-12649,CUST-2163,SRV-306,2024-07-17,Paid,Check,Camera,Express Delivery,Electronics,10,1827.49,12431.9,14918.37,14918.37,0.0,1243.19,0.147,658.98,0.0,VIP,Online,12649,14918.37
INV-12650,CUST-9651,SRV-202,2025-02-07,Pending,Credit Card,Biography,Express Delivery,Books,3,18.73,175.02,199.4,0.0,199.4,58.34,0.107,5.65,0.0,Premium,Online,12650,199.4
INV-12651,CUST-7256,SRV-348,2025-02-07,Paid,Credit Card,Sofa,Warranty,Home & Garden,2,30.85,380.84,421.13,421.13,0.0,190.42,0.081,9.44,0.0,Corporate,Online,12651,421.13
INV-12652,CUST-8698,SRV-621,2024-11-01,Overdue,Debit Card,Tablet,Warranty,Electronics,8,639.68,6733.44,6014.33,0.0,6014.33,841.68,0.095,163.55,1522.34,Premium,Mobile App,12652,6014.33
INV-12653,CUST-4730,SRV-160,2024-02-10,Paid,Debit Card,Wine Bottle,Maintenance,Food & Beverage,8,11.79,137.12,156.79,156.79,0.0,17.14,0.086,7.88,0.0,Corporate,In-Store,12653,156.79
INV-12654,CUST-7194,SRV-548,2025-01-16,Pending,Debit Card,Organic Coffee,Support,Food & Beverage,3,5.6,50.94,52.91,0.0,52.91,16.98,0.11,3.04,6.67,Premium,Mobile App,12654,52.91
INV-12655,CUST-5617,SRV-690,2024-11-01,Pending,Check,Wine Bottle,Consultation,Food & Beverage,6,6.95,55.56,64.68,0.0,64.68,9.26,0.125,2.17,0.0,Regular,Online,12655,64.68
INV-12656,CUST-5868,SRV-794,2025-02-15,Paid,Cash,Kitchen Appliance,Installation,Home & Garden,3,126.66,1101.42,1312.77,1312.77,0.0,367.14,0.115,84.69,0.0,Regular,Online,12656,1312.77
INV-12657,CUST-2707,SRV-880,2023-12-18,Paid,PayPal,Dress,Consultation,Clothing,7,54.14,721.84,800.47,800.47,0.0,103.12,0.075,24.49,0.0,Premium,Phone,12657,800.47
INV-12658,CUST-9100,SRV-137,2025-06-29,Paid,Debit Card,Face Cream,Consultation,Beauty,7,108.33,802.41,952.4,952.4,0.0,114.63,0.135,41.66,0.0,Premium,Marketplace,12658,952.4
INV-12659,CUST-4659,SRV-365,2024-11-21,Paid,PayPal,Makeup Kit,Standard Shipping,Beauty,3,28.5,347.52,305.38,305.38,0.0,115.84,0.082,26.82,97.46,VIP,Online,12659,305.38
INV-12660,CUST-4949,SRV-974,2024-04-02,Paid,Digital Wallet,Dining Table,Installation,Home & Garden,10,418.39,4865.0,5462.1,5462.1,0.0,486.5,0.086,178.71,0.0,Regular,Mobile App,12660,5462.1
INV-12661,CUST-6525,SRV-839,2024-12-28,Pending,Debit Card,Plant Pot,Express Delivery,Home & Garden,9,336.63,2550.24,2669.63,0.0,2669.63,283.36,0.132,81.99,299.23,Corporate,In-Store,12661,2669.63
INV-12662,CUST-7185,SRV-212,2025-07-16,Paid,Digital Wallet,Motor Oil,Consultation,Automotive,9,290.21,3297.87,3839.15,3839.15,0.0,366.43,0.088,251.07,0.0,Premium,Online,12662,3839.15
INV-12663,CUST-4532,SRV-747,2024-12-27,Pending,Bank Transfer,Smartphone,Consultation,Electronics,9,968.01,6496.74,7777.73,0.0,7777.73,721.86,0.149,312.98,0.0,VIP,In-Store,12663,7777.73
INV-12664,CUST-4100,SRV-225,2025-05-21,Partially Paid,Digital Wallet,Dining Table,Consultation,Home & Garden,10,281.39,4769.3,5373.34,3553.7,1819.64,476.93,0.059,322.65,0.0,Regular,Phone,12664,5373.34
INV-12665,CUST-7418,SRV-289,2024-08-25,Paid,Cash,Technical Manual,Support,Books,5,20.87,353.65,392.24,392.24,0.0,70.73,0.059,17.72,0.0,Regular,In-Store,12665,392.24
INV-12666,CUST-6214,SRV-651,2025-02-27,Paid,Bank Transfer,Fiction Novel,Installation,Books,1,0.99,13.58,11.42,11.42,0.0,13.58,0.073,0.6,3.75,Regular,Online,12666,11.42
INV-12667,CUST-5960,SRV-991,2025-05-23,Paid,Cash,Tablet,Warranty,Electronics,10,1717.78,16359.8,18778.08,18778.08,0.0,1635.98,0.105,700.5,0.0,Corporate,Phone,12667,18778.08
INV-12668,CUST-3281,SRV-194,2024-03-21,Paid,Check,Kitchen Appliance,Consultation,Home & Garden,6,29.45,320.1,372.29,372.29,0.0,53.35,0.092,22.74,0.0,Regular,Online,12668,372.29
INV-12669,CUST-8180,SRV-495,2023-10-25,Pending,Bank Transfer,Dining Table,Standard Shipping,Home & Garden,10,90.94,1057.5,1197.47,0.0,1197.47,105.75,0.086,49.03,0.0,Premium,In-Store,12669,1197.47
INV-12670,CUST-4497,SRV-502,2024-04-05,Paid,Cash,Jacket,Express Delivery,Clothing,4,7.58,72.16,76.41,76.41,0.0,18.04,0.105,3.12,6.45,Corporate,Mobile App,12670,76.41
INV-12671,CUST-4860,SRV-312,2025-08-21,Paid,Credit Card,Tires,Support,Automotive,1,28.92,220.76,264.47,264.47,0.0,220.76,0.131,14.79,0.0,Regular,In-Store,12671,264.47
INV-12672,CUST-4924,SRV-360,2025-07-02,Pending,Digital Wallet,Technical Manual,Standard Shipping,Books,4,17.02,303.96,297.89,0.0,297.89,75.99,0.056,23.42,46.51,Premium,Marketplace,12672,297.89
INV-12673,CUST-9587,SRV-380,2024-09-09,Partially Paid,Cash,Shampoo,Standard Shipping,Beauty,5,58.98,572.6,654.41,563.48,90.93,114.52,0.103,22.83,0.0,Regular,Online,12673,654.41
INV-12674,CUST-2705,SRV-749,2023-09-05,Pending,Debit Card,Gym Equipment,Warranty,Sports,2,7.43,60.38,71.82,0.0,71.82,30.19,0.123,4.01,0.0,Corporate,Mobile App,12674,71.82
INV-12675,CUST-1100,SRV-403,2024-11-05,Pending,Check,Camera,Standard Shipping,Electronics,8,520.24,4484.8,5148.35,0.0,5148.35,560.6,0.116,143.31,0.0,Corporate,Online,12675,5148.35
INV-12676,CUST-3197,SRV-419,2024-06-14,Overdue,Bank Transfer,T-Shirt,Warranty,Clothing,7,96.21,916.3,1046.66,433.17,613.49,130.9,0.105,34.15,0.0,Corporate,Online,12676,1046.66
INV-12677,CUST-3911,SRV-799,2024-06-10,Paid,Credit Card,Dining Table,Maintenance,Home & Garden,9,227.06,2671.29,3070.79,3070.79,0.0,296.81,0.085,172.44,0.0,Regular,In-Store,12677,3070.79
INV-12678,CUST-1250,SRV-803,2024-12-22,Pending,Digital Wallet,Garden Tool,Support,Home & Garden,6,16.16,218.34,247.5,0.0,247.5,36.39,0.074,13.0,0.0,VIP,In-Store,12678,247.5
INV-12679,CUST-8282,SRV-196,2024-05-19,Pending,Check,Lipstick,Express Delivery,Beauty,4,47.29,472.88,531.91,0.0,531.91,118.22,0.1,11.74,0.0,Regular,Mobile App,12679,531.91
INV-12680,CUST-3796,SRV-676,2025-03-22,Pending,PayPal,Lamp,Maintenance,Home & Garden,10,55.81,1094.4,1223.51,0.0,1223.51,109.44,0.051,73.3,0.0,Premium,Mobile App,12680,1223.51
INV-12681,CUST-3965,SRV-148,2025-02-06,Paid,PayPal,Lipstick,Standard Shipping,Beauty,8,110.85,1055.68,1195.26,1195.26,0.0,131.96,0.105,28.73,0.0,Premium,Marketplace,12681,1195.26
