Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Leakage_Flag,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Anomaly_Type
INV15270,CUST9223,SRV002,2024-10-23,Paid,Anomaly,Sale,UPI,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,9,162.0,1350.0,1552.0,1223.5451331173415,328.4548668826583,150.0,0.12,40,0,Branch B,CASH018,SUP109,06:54:01,New,In-Store,Under Payment
INV15272,CUST9391,SRV003,2024-10-15,Pending,Anomaly,Sale,Debit Card,Apples (1kg),Express Delivery,Fruits,Delivery Services,9,129.6,1080.0,1289.6,0.0,1289.6,120.0,0.12,80,0,Branch A,CASH016,SUP177,08:09:17,Wholesale,Online,Duplicate Entries
INV15274,CUST2162,SRV002,2023-06-23,Failed,Anomaly,Return,Credit Card,Tea Powder (250g),Standard Delivery,Beverages,Delivery Services,3,18.0,360.0,418.0,0.0,418.0,120.0,0.05,40,0,Main Store,CASH002,SUP199,05:47:28,Wholesale,Online,Duplicate Entries
INV15274,CUST2722,SRV003,2024-12-18,Failed,Anomaly,Return,Cash,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,10,18.137760708655108,362.75521417310216,460.89297488175725,0.0,460.89297488175725,45.0,0.05,80,0,Online,CASH012,SUP129,12:17:20,Wholesale,In-Store,Duplicate Entries
INV15277,CUST7407,SRV003,2024-07-06,Failed,No Leakage,Sale,Credit Card,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,7,252.0,2100.0,2432.0,0.0,2432.0,300.0,0.12,80,0,Branch B,CASH011,SUP125,16:05:46,Premium,In-Store,
INV15280,CUST4250,SRV003,2024-01-17,Paid,Anomaly,Sale,Credit Card,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,10,81.0,450.0,484.6505812568802,484.6505812568802,0.0,45.0,0.18,80,0,Branch B,CASH002,SUP157,00:15:31,Wholesale,Online,Unrecorded Discounts
INV15282,CUST4250,SRV002,2024-02-02,Paid,Anomaly,Sale,Cheque,Lentils (1kg),Standard Delivery,Grains & Cereals,Delivery Services,6,72.0,600.0,712.0,834.4210235674071,-122.42102356740712,100.0,0.12,40,0,Online,CASH014,SUP118,04:22:33,New,Online,Excess Payment
INV15285,CUST2730,SRV002,2024-07-08,Pending,Anomaly,Return,Debit Card,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,8,76.8,640.0,645.1713645422336,0.0,645.1713645422336,80.0,0.12,40,0,Branch A,CASH004,SUP152,21:52:58,Regular,Online,Unrecorded Discounts
INV15286,CUST6666,SRV001,2023-06-18,Paid,No Leakage,Return,UPI,Sugar (1kg),No Service,Pantry Staples,,4,9.0,180.0,189.0,189.0,0.0,45.0,0.05,0,0,Branch A,CASH005,SUP128,08:03:06,Premium,Online,
INV15288,CUST4368,SRV003,2023-04-15,Pending,No Leakage,Sale,Cash,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,3,108.0,900.0,1088.0,0.0,1088.0,300.0,0.12,80,0,Branch B,CASH014,SUP107,12:22:08,Wholesale,In-Store,
INV15289,CUST5858,SRV003,2023-10-29,Paid,Anomaly,Sale,Credit Card,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,3,21.6,120.0,221.6,160.37854285453358,61.22145714546642,40.0,0.18,80,0,Main Store,CASH008,SUP123,18:09:08,Premium,Phone,Under Payment
INV15296,CUST4345,SRV003,2023-06-27,Failed,No Leakage,Sale,Credit Card,Bread (500g),Express Delivery,Bakery,Delivery Services,7,50.4,280.0,410.4,0.0,410.4,40.0,0.18,80,0,Branch A,CASH009,SUP161,10:59:07,Wholesale,In-Store,
INV15298,CUST7226,SRV001,2024-11-28,Failed,No Leakage,Sale,Net Banking,Tea Powder (250g),No Service,Beverages,,2,12.0,240.0,252.0,0.0,252.0,120.0,0.05,0,0,Branch A,CASH017,SUP106,11:22:58,Premium,In-Store,
INV15299,CUST1948,SRV001,2023-07-13,Pending,No Leakage,Return,Cheque,Lentils (1kg),No Service,Grains & Cereals,,3,36.0,300.0,336.0,0.0,336.0,100.0,0.12,0,0,Main Store,CASH003,SUP163,22:24:32,Wholesale,In-Store,
INV15302,CUST1918,SRV003,2023-09-30,Failed,No Leakage,Return,Cheque,Bread (500g),Express Delivery,Bakery,Delivery Services,10,72.0,400.0,552.0,0.0,552.0,40.0,0.18,80,0,Branch A,CASH011,SUP172,03:42:46,Regular,Phone,
INV15309,CUST3683,SRV003,2023-04-16,Paid,No Leakage,Return,UPI,Eggs (12 pack),Express Delivery,Dairy & Eggs,Delivery Services,4,33.6,280.0,393.6,393.6,0.0,70.0,0.12,80,0,Branch B,CASH011,SUP106,19:52:11,Premium,Online,
INV15310,CUST2381,SRV002,2023-02-06,Pending,Anomaly,Sale,Debit Card,Salt (1kg),Standard Delivery,Pantry Staples,Delivery Services,9,9.0,180.0,189.0,0.0,189.0,20.0,0.05,40,0,Branch A,CASH006,SUP121,02:29:25,New,In-Store,Missing Charges
INV15312,CUST4107,SRV003,2023-03-20,Pending,No Leakage,Return,UPI,Detergent (1kg),Express Delivery,Household,Delivery Services,8,288.0,1600.0,1968.0,0.0,1968.0,200.0,0.18,80,0,Main Store,CASH009,SUP160,17:24:00,Wholesale,Phone,
INV15316,CUST6410,SRV003,2023-08-19,Pending,No Leakage,Return,UPI,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,3,108.0,900.0,1088.0,0.0,1088.0,300.0,0.12,80,0,Branch B,CASH003,SUP196,23:41:04,New,In-Store,
INV15318,CUST9282,SRV001,2023-06-03,Paid,Anomaly,Return,Debit Card,Eggs (12 pack),No Service,Dairy & Eggs,,4,33.6,280.0,313.6,260.0355750921396,53.56442490786043,70.0,0.12,0,0,Branch B,CASH015,SUP187,08:01:07,New,Online,Under Payment
INV15321,CUST3561,SRV001,2023-10-25,Pending,No Leakage,Return,UPI,Shampoo (250ml),No Service,Personal Care,,6,54.0,1080.0,1134.0,0.0,1134.0,180.0,0.05,0,0,Branch A,CASH008,SUP145,08:16:21,Regular,Phone,
INV15322,CUST3785,SRV001,2023-11-06,Paid,Anomaly,Sale,Cheque,Eggs (12 pack),No Service,Dairy & Eggs,,8,28.0,560.0,588.0,677.1934437811309,-89.1934437811309,70.0,0.05,0,0,Main Store,CASH002,SUP151,14:03:19,Wholesale,Phone,Excess Payment
INV15323,CUST5664,SRV002,2023-11-06,Pending,No Leakage,Sale,Net Banking,Butter (100g),Standard Delivery,Dairy & Eggs,Delivery Services,3,18.0,150.0,208.0,0.0,208.0,50.0,0.12,40,0,Main Store,CASH019,SUP121,03:56:53,Premium,Phone,
INV15327,CUST5208,SRV002,2024-06-15,Paid,Anomaly,Return,UPI,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,2,16.2,90.0,146.2,103.49754830576924,42.70245169423076,45.0,0.18,40,0,Online,CASH004,SUP109,07:34:17,Premium,Phone,Under Payment
INV15328,CUST7750,SRV001,2023-08-05,Failed,No Leakage,Return,Net Banking,Eggs (12 pack),No Service,Dairy & Eggs,,8,100.8,560.0,660.8,0.0,660.8,70.0,0.18,0,0,Main Store,CASH001,SUP177,21:44:55,Wholesale,Online,
INV15330,CUST1031,SRV002,2024-01-01,Pending,No Leakage,Return,Cash,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,5,27.0,225.0,292.0,0.0,292.0,45.0,0.12,40,0,Main Store,CASH008,SUP107,03:00:28,Premium,Online,
INV15334,CUST2868,SRV001,2023-08-06,Paid,Anomaly,Return,Debit Card,Bread (500g),No Service,Bakery,,1,2.0,40.0,42.0,50.25624273820901,-8.25624273820901,40.0,0.05,0,0,Main Store,CASH018,SUP146,08:28:05,New,Online,Excess Payment
INV15336,CUST4143,SRV001,2023-08-05,Pending,No Leakage,Sale,Net Banking,Wheat Flour (1kg),No Service,Grains & Cereals,,10,81.0,450.0,531.0,0.0,531.0,45.0,0.18,0,0,Main Store,CASH007,SUP196,05:23:58,Regular,Online,
INV15338,CUST5477,SRV002,2023-09-23,Pending,Anomaly,Return,Cash,Apples (1kg),Standard Delivery,Fruits,Delivery Services,10,144.0,1200.0,1344.0,0.0,1344.0,120.0,0.12,40,0,Branch A,CASH006,SUP148,12:06:42,Regular,In-Store,Missing Charges
INV15339,CUST1887,SRV001,2024-06-22,Failed,No Leakage,Sale,Debit Card,Chips (100g),No Service,Snacks,,2,7.199999999999999,40.0,47.2,0.0,47.2,20.0,0.18,0,0,Main Store,CASH009,SUP179,13:05:01,Wholesale,In-Store,
INV15340,CUST1789,SRV003,2024-04-28,Paid,Anomaly,Return,Net Banking,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,2,64.8,360.0,504.8,573.0375025759478,-68.23750257594776,180.0,0.18,80,0,Main Store,CASH009,SUP105,18:22:18,New,In-Store,Excess Payment
INV15341,CUST2760,SRV003,2023-06-25,Paid,Anomaly,Return,Net Banking,Biscuits (200g),Express Delivery,Snacks,Delivery Services,2,10.8,60.0,150.8,128.76865782021238,22.03134217978763,30.0,0.18,80,0,Branch B,CASH018,SUP155,11:42:38,Wholesale,In-Store,Under Payment
INV15343,CUST4656,SRV003,2023-12-24,Paid,No Leakage,Return,Credit Card,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,3,37.5,750.0,867.5,867.5,0.0,250.0,0.05,80,0,Branch B,CASH003,SUP138,04:12:17,New,Phone,
INV15345,CUST7871,SRV002,2024-06-30,Pending,No Leakage,Sale,Cash,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,7,88.2,490.0,618.2,0.0,618.2,70.0,0.18,40,0,Branch B,CASH012,SUP157,14:57:36,Wholesale,Phone,
INV15346,CUST3273,SRV003,2023-11-13,Paid,No Leakage,Sale,Net Banking,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,7,42.0,350.0,472.0,472.0,0.0,50.0,0.12,80,0,Branch A,CASH011,SUP164,05:16:20,Premium,In-Store,
INV15347,CUST9935,SRV003,2024-04-29,Failed,No Leakage,Sale,Cash,Apples (1kg),Express Delivery,Fruits,Delivery Services,4,57.6,480.0,617.6,0.0,617.6,120.0,0.12,80,0,Main Store,CASH011,SUP193,04:46:29,Regular,Online,
INV15348,CUST1175,SRV001,2024-06-24,Paid,No Leakage,Return,Credit Card,Onions (1kg),No Service,Fresh Vegetables,,9,43.2,360.0,403.2,403.2,0.0,40.0,0.12,0,0,Online,CASH015,SUP126,00:59:52,Wholesale,Phone,
INV15349,CUST8119,SRV002,2024-09-29,Paid,No Leakage,Return,Cheque,Detergent (1kg),Standard Delivery,Household,Delivery Services,5,120.0,1000.0,1160.0,1160.0,0.0,200.0,0.12,40,0,Branch A,CASH006,SUP167,08:42:32,Wholesale,Phone,
INV15350,CUST8344,SRV001,2023-06-11,Failed,No Leakage,Sale,UPI,Toothpaste (150g),No Service,Personal Care,,4,43.2,240.0,283.2,0.0,283.2,60.0,0.18,0,0,Branch B,CASH012,SUP192,13:36:03,Premium,In-Store,
INV15353,CUST7473,SRV001,2024-11-07,Pending,No Leakage,Return,Net Banking,Butter (100g),No Service,Dairy & Eggs,,5,12.5,250.0,262.5,0.0,262.5,50.0,0.05,0,0,Branch A,CASH011,SUP113,06:05:30,Regular,In-Store,
INV15358,CUST4495,SRV002,2023-06-08,Failed,Anomaly,Return,Debit Card,Biscuits (200g),Standard Delivery,Snacks,Delivery Services,3,10.8,90.0,120.84271764482418,0.0,120.84271764482418,30.0,0.12,40,0,Online,CASH010,SUP150,18:33:19,Regular,Online,Duplicate Entries
INV15363,CUST4064,SRV002,2023-07-10,Pending,No Leakage,Sale,Debit Card,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,2,4.5,90.0,134.5,0.0,134.5,45.0,0.05,40,0,Main Store,CASH006,SUP113,19:26:02,New,In-Store,
INV15364,CUST9734,SRV001,2023-07-04,Pending,Anomaly,Return,Cash,Tea Powder (250g),No Service,Beverages,,3,18.0,360.0,378.0,0.0,378.0,120.0,0.05,0,0,Main Store,CASH013,SUP176,04:48:00,New,In-Store,Duplicate Entries
INV15370,CUST3092,SRV002,2023-01-11,Failed,No Leakage,Sale,UPI,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,3,81.0,450.0,571.0,0.0,571.0,150.0,0.18,40,0,Online,CASH008,SUP170,11:58:49,Wholesale,Phone,
INV15381,CUST4166,SRV003,2023-04-06,Pending,No Leakage,Sale,Cheque,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,2,90.0,500.0,670.0,0.0,670.0,250.0,0.18,80,0,Main Store,CASH008,SUP114,20:51:39,Regular,Phone,
INV15382,CUST4964,SRV001,2024-10-25,Pending,Anomaly,Return,Credit Card,Rice (1kg),No Service,Grains & Cereals,,2,6.0,120.0,126.0,0.0,126.0,60.0,0.05,0,0,Online,CASH009,SUP152,15:32:51,Premium,In-Store,Duplicate Entries
INV15389,CUST1690,SRV002,2023-10-17,Paid,No Leakage,Sale,Credit Card,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,9,112.5,2250.0,2402.5,2402.5,0.0,250.0,0.05,40,0,Online,CASH014,SUP169,00:09:39,Premium,Online,
INV15395,CUST4948,SRV002,2024-03-25,Failed,No Leakage,Return,Net Banking,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,1,9.6,80.0,129.6,0.0,129.6,80.0,0.12,40,0,Online,CASH008,SUP115,13:49:31,Regular,In-Store,
INV15396,CUST2600,SRV003,2024-04-21,Pending,Anomaly,Sale,UPI,Oranges (1kg),Express Delivery,Fruits,Delivery Services,4,57.6,320.0,377.6,0.0,377.6,80.0,0.18,80,0,Online,CASH004,SUP130,21:40:17,Regular,Online,Missing Charges
INV15398,CUST4463,SRV001,2023-07-11,Paid,Anomaly,Return,Debit Card,Biscuits (200g),No Service,Snacks,,3,10.8,90.0,100.8,114.49228376494072,-13.692283764940726,30.0,0.12,0,0,Branch B,CASH003,SUP180,02:50:15,Wholesale,In-Store,Excess Payment
INV15400,CUST5815,SRV003,2024-01-28,Failed,Anomaly,Sale,Cheque,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,5,8.75,175.0,263.75,80.84536581561666,182.90463418438333,35.0,0.05,80,0,Branch B,CASH017,SUP115,09:07:09,Premium,Online,Payment Status Mismatch
INV15402,CUST2730,SRV001,2023-08-31,Failed,No Leakage,Sale,Net Banking,Wheat Flour (1kg),No Service,Grains & Cereals,,6,48.6,270.0,318.6,0.0,318.6,45.0,0.18,0,0,Online,CASH018,SUP143,09:19:25,New,Phone,
INV15403,CUST4426,SRV001,2023-02-19,Pending,No Leakage,Sale,Cash,Salt (1kg),No Service,Pantry Staples,,3,7.199999999999999,60.0,67.2,0.0,67.2,20.0,0.12,0,0,Branch B,CASH003,SUP187,22:54:03,New,In-Store,
INV15404,CUST9199,SRV001,2023-11-16,Pending,Anomaly,Sale,Cheque,Soap (100g),No Service,Personal Care,,9,18.0,360.0,336.50177630558824,0.0,336.50177630558824,40.0,0.05,0,0,Main Store,CASH017,SUP115,22:49:48,Wholesale,Online,Unrecorded Discounts
INV15408,CUST7579,SRV002,2024-05-05,Failed,Anomaly,Return,Cheque,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,10,450.0,2500.0,2990.0,0.0,2990.0,250.0,0.18,40,0,Branch A,CASH009,SUP133,07:14:09,New,Phone,Duplicate Entries
INV15411,CUST5982,SRV001,2023-09-10,Pending,No Leakage,Return,Debit Card,Shampoo (250ml),No Service,Personal Care,,3,64.8,540.0,604.8,0.0,604.8,180.0,0.12,0,0,Main Store,CASH007,SUP163,17:13:30,Wholesale,In-Store,
INV15412,CUST5565,SRV003,2023-12-06,Paid,Anomaly,Return,Cash,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,3,6.0,120.0,206.0,230.14782283729627,-24.147822837296275,40.0,0.05,80,0,Branch B,CASH007,SUP196,07:48:17,Regular,Online,Excess Payment
INV15414,CUST6599,SRV002,2023-04-10,Failed,No Leakage,Sale,Credit Card,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,9,32.4,270.0,342.4,0.0,342.4,30.0,0.12,40,0,Branch A,CASH002,SUP171,21:17:04,Regular,In-Store,
INV15415,CUST1720,SRV001,2024-05-30,Failed,Anomaly,Sale,Cash,Coffee Powder (200g),No Service,Beverages,,7,294.0,2450.0,2744.0,1328.9906039658665,1415.0093960341335,350.0,0.12,0,0,Main Store,CASH005,SUP103,11:11:58,New,Phone,Payment Status Mismatch
INV15416,CUST7568,SRV001,2023-06-03,Pending,No Leakage,Sale,Cheque,Toothpaste (150g),No Service,Personal Care,,10,72.0,600.0,672.0,0.0,672.0,60.0,0.12,0,0,Online,CASH013,SUP137,15:33:12,Wholesale,Online,
INV15418,CUST4942,SRV001,2023-01-19,Failed,No Leakage,Sale,Net Banking,Salt (1kg),No Service,Pantry Staples,,3,3.0,60.0,63.0,0.0,63.0,20.0,0.05,0,0,Branch A,CASH016,SUP147,10:38:56,New,In-Store,
INV15420,CUST2471,SRV002,2023-10-17,Paid,Anomaly,Return,Cheque,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,9,75.6,630.0,745.6,880.1087770021285,-134.50877700212845,70.0,0.12,40,0,Branch B,CASH012,SUP151,23:12:53,New,Online,Excess Payment
INV15424,CUST3853,SRV002,2023-09-11,Failed,No Leakage,Sale,Debit Card,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,5,11.25,225.0,276.25,0.0,276.25,45.0,0.05,40,0,Main Store,CASH009,SUP192,08:36:42,New,Online,
INV15425,CUST6556,SRV002,2023-06-06,Paid,Anomaly,Return,Credit Card,Milk (1L),Standard Delivery,Dairy & Eggs,Delivery Services,3,21.6,180.0,241.6,286.5710006723119,-44.97100067231193,60.0,0.12,40,0,Branch B,CASH011,SUP187,03:05:47,New,Online,Excess Payment
INV15426,CUST4336,SRV002,2024-08-05,Pending,Anomaly,Return,Debit Card,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,1,5.4,45.0,90.4,0.0,90.4,45.0,0.12,40,0,Branch B,CASH014,SUP113,21:49:34,New,Online,Duplicate Entries
INV15428,CUST7328,SRV001,2024-08-11,Failed,Anomaly,Return,Cheque,Salt (1kg),No Service,Pantry Staples,,3,3.0,60.0,63.0,12.655834290631375,50.34416570936863,20.0,0.05,0,0,Branch A,CASH004,SUP149,16:02:20,Premium,Phone,Payment Status Mismatch
INV15430,CUST5331,SRV002,2024-06-14,Pending,No Leakage,Return,Debit Card,Apples (1kg),Standard Delivery,Fruits,Delivery Services,10,216.0,1200.0,1456.0,0.0,1456.0,120.0,0.18,40,0,Main Store,CASH001,SUP138,07:43:41,New,Phone,
INV15434,CUST9610,SRV001,2024-05-15,Failed,No Leakage,Return,Debit Card,Apples (1kg),No Service,Fruits,,7,151.2,840.0,991.2,0.0,991.2,120.0,0.18,0,0,Branch A,CASH008,SUP188,13:11:54,Wholesale,Online,
INV15435,CUST2347,SRV001,2023-10-09,Paid,No Leakage,Return,Cheque,Eggs (12 pack),No Service,Dairy & Eggs,,5,63.0,350.0,413.0,413.0,0.0,70.0,0.18,0,0,Branch B,CASH015,SUP153,15:04:30,Regular,Phone,
INV15436,CUST9747,SRV003,2024-04-17,Failed,No Leakage,Sale,Cash,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,5,108.0,900.0,1088.0,0.0,1088.0,180.0,0.12,80,0,Online,CASH006,SUP162,22:14:46,Wholesale,Phone,
INV15437,CUST2469,SRV001,2024-02-10,Paid,Anomaly,Return,Credit Card,Cooking Oil (1L),No Service,Pantry Staples,,8,216.0,1200.0,1416.0,1416.0,0.0,150.0,0.18,0,0,Main Store,CASH005,SUP128,12:01:00,Wholesale,Online,Duplicate Entries
INV15445,CUST1307,SRV003,2024-02-24,Paid,No Leakage,Return,UPI,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,3,24.3,135.0,239.3,239.3,0.0,45.0,0.18,80,0,Main Store,CASH019,SUP130,13:56:13,Regular,Phone,
INV15450,CUST9002,SRV003,2024-12-11,Paid,No Leakage,Return,Net Banking,Bread (500g),Express Delivery,Bakery,Delivery Services,2,14.4,80.0,174.4,174.4,0.0,40.0,0.18,80,0,Online,CASH012,SUP194,15:04:14,Premium,In-Store,
INV15451,CUST6857,SRV001,2024-12-03,Paid,No Leakage,Return,UPI,Lentils (1kg),No Service,Grains & Cereals,,8,40.0,800.0,840.0,840.0,0.0,100.0,0.05,0,0,Branch A,CASH002,SUP145,12:26:08,Regular,Phone,
INV15453,CUST7817,SRV001,2023-10-19,Pending,No Leakage,Return,Cheque,Cooking Oil (1L),No Service,Pantry Staples,,2,15.0,300.0,315.0,0.0,315.0,150.0,0.05,0,0,Main Store,CASH004,SUP140,06:15:44,Premium,Online,
INV15454,CUST1315,SRV002,2023-01-08,Failed,Anomaly,Sale,Cash,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,7,56.7,315.0,411.7,183.22100846279204,228.47899153720795,45.0,0.18,40,0,Branch A,CASH001,SUP115,14:13:23,Wholesale,Phone,Payment Status Mismatch
INV15455,CUST8111,SRV001,2023-10-03,Paid,Anomaly,Sale,Debit Card,Eggs (12 pack),No Service,Dairy & Eggs,,3,10.5,210.0,220.5,167.37043096876053,53.12956903123947,70.0,0.05,0,0,Online,CASH004,SUP146,02:36:15,Premium,Online,Under Payment
INV15456,CUST3638,SRV002,2024-10-18,Failed,No Leakage,Return,UPI,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,2,16.2,90.0,146.2,0.0,146.2,45.0,0.18,40,0,Branch A,CASH001,SUP186,12:51:29,Regular,In-Store,
INV15457,CUST7067,SRV003,2024-06-03,Failed,Anomaly,Sale,Net Banking,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,10,175.0,3500.0,3755.0,0.0,3755.0,350.0,0.05,80,0,Branch B,CASH012,SUP111,03:10:50,Premium,Online,Duplicate Entries
INV15459,CUST6666,SRV003,2023-09-26,Paid,No Leakage,Return,Cash,Oranges (1kg),Express Delivery,Fruits,Delivery Services,10,40.0,800.0,920.0,920.0,0.0,80.0,0.05,80,0,Branch B,CASH013,SUP183,18:03:13,Regular,Online,
INV15460,CUST1390,SRV002,2024-01-28,Paid,Anomaly,Return,UPI,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,4,25.2,140.0,165.2,165.2,0.0,35.0,0.18,40,0,Branch B,CASH007,SUP150,15:06:37,Regular,In-Store,Missing Charges
INV15461,CUST6294,SRV001,2023-04-28,Paid,No Leakage,Return,Net Banking,Lentils (1kg),No Service,Grains & Cereals,,10,50.0,1000.0,1050.0,1050.0,0.0,100.0,0.05,0,0,Online,CASH002,SUP116,05:51:10,Regular,Phone,
INV15462,CUST4101,SRV001,2023-10-30,Pending,Anomaly,Sale,Cash,Onions (1kg),No Service,Fresh Vegetables,,3,14.4,120.0,110.00257094103392,0.0,110.00257094103392,40.0,0.12,0,0,Branch A,CASH007,SUP110,07:55:53,New,In-Store,Unrecorded Discounts
INV15463,CUST2988,SRV001,2023-05-23,Pending,No Leakage,Return,Credit Card,Tea Powder (250g),No Service,Beverages,,10,216.0,1200.0,1416.0,0.0,1416.0,120.0,0.18,0,0,Branch A,CASH007,SUP151,10:00:09,Premium,Online,
INV15464,CUST1964,SRV001,2024-08-03,Failed,No Leakage,Sale,Cheque,Salt (1kg),No Service,Pantry Staples,,1,1.0,20.0,21.0,0.0,21.0,20.0,0.05,0,0,Online,CASH005,SUP146,03:58:38,Premium,Phone,
INV15467,CUST3967,SRV002,2023-04-11,Failed,Anomaly,Sale,Credit Card,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,9,324.0,2700.0,2481.4124109527684,0.0,2481.4124109527684,300.0,0.12,40,0,Branch A,CASH001,SUP144,09:43:53,Regular,Phone,Unrecorded Discounts
INV15472,CUST7308,SRV002,2024-10-15,Failed,Anomaly,Sale,UPI,Milk (1L),Standard Delivery,Dairy & Eggs,Delivery Services,7,50.4,420.0,510.4,0.0,510.4,60.0,0.12,40,0,Branch B,CASH004,SUP190,15:05:29,Wholesale,Online,Duplicate Entries
INV15474,CUST7436,SRV003,2023-10-19,Failed,No Leakage,Sale,Net Banking,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,1,45.0,250.0,375.0,0.0,375.0,250.0,0.18,80,0,Branch A,CASH019,SUP138,21:09:59,New,In-Store,
INV15476,CUST3560,SRV002,2023-05-24,Failed,No Leakage,Return,Debit Card,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,9,64.8,360.0,464.8,0.0,464.8,40.0,0.18,40,0,Online,CASH009,SUP110,20:49:20,Regular,Online,
INV15477,CUST8368,SRV001,2023-12-28,Failed,No Leakage,Return,Credit Card,Onions (1kg),No Service,Fresh Vegetables,,10,72.0,400.0,472.0,0.0,472.0,40.0,0.18,0,0,Main Store,CASH010,SUP148,04:48:57,Wholesale,Phone,
INV15479,CUST5332,SRV003,2023-03-18,Paid,No Leakage,Return,Credit Card,Apples (1kg),Express Delivery,Fruits,Delivery Services,5,72.0,600.0,752.0,752.0,0.0,120.0,0.12,80,0,Main Store,CASH005,SUP142,01:01:40,New,In-Store,
INV15481,CUST1195,SRV001,2024-08-03,Failed,No Leakage,Sale,Debit Card,Dishwash Soap (500ml),No Service,Household,,2,28.8,160.0,188.8,0.0,188.8,80.0,0.18,0,0,Online,CASH001,SUP173,15:04:43,Premium,Online,
INV15483,CUST5299,SRV002,2024-02-08,Pending,No Leakage,Sale,Credit Card,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,6,24.0,480.0,544.0,0.0,544.0,80.0,0.05,40,0,Branch B,CASH010,SUP151,23:01:51,Regular,Phone,
INV15485,CUST6485,SRV001,2023-11-19,Paid,No Leakage,Sale,Debit Card,Oranges (1kg),No Service,Fruits,,3,28.8,240.0,268.8,268.8,0.0,80.0,0.12,0,0,Branch A,CASH002,SUP102,14:20:35,Regular,Phone,
INV15487,CUST3443,SRV003,2024-03-02,Failed,No Leakage,Return,Cheque,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,7,294.0,2450.0,2824.0,0.0,2824.0,350.0,0.12,80,0,Online,CASH008,SUP162,21:40:55,Regular,Online,
INV15488,CUST3942,SRV002,2024-12-10,Paid,Anomaly,Return,Debit Card,Soap (100g),Standard Delivery,Personal Care,Delivery Services,4,19.2,160.0,219.2,242.13141581912805,-22.931415819128063,40.0,0.12,40,0,Branch B,CASH017,SUP164,00:56:26,Premium,Phone,Excess Payment
INV15491,CUST9140,SRV002,2024-02-17,Failed,No Leakage,Sale,Net Banking,Detergent (1kg),Standard Delivery,Household,Delivery Services,7,252.0,1400.0,1692.0,0.0,1692.0,200.0,0.18,40,0,Main Store,CASH015,SUP155,12:23:45,Regular,Online,
INV15495,CUST7004,SRV001,2024-05-10,Pending,No Leakage,Sale,Credit Card,Tea Powder (250g),No Service,Beverages,,9,129.6,1080.0,1209.6,0.0,1209.6,120.0,0.12,0,0,Online,CASH002,SUP102,02:55:31,New,Phone,
INV15498,CUST6316,SRV001,2024-02-11,Paid,No Leakage,Return,Cash,Cooking Oil (1L),No Service,Pantry Staples,,6,162.0,900.0,1062.0,1062.0,0.0,150.0,0.18,0,0,Branch A,CASH006,SUP104,02:38:35,Premium,Phone,
