Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle
INV111823,CUST10423,SVC12422,AGT2573,18-05-2023,Paid,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,14-05-2023,13-05-2024,Circle-East,50,38.56877266398243,365
INV111824,CUST10424,SVC12423,AGT2574,08-05-2024,Paid,Recharge,Debit Card,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,07-05-2024,04-06-2024,Metro-B,100,23.15474391076915,28
INV111825,CUST10425,SVC12424,AGT2575,03-07-2023,Paid,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,01-07-2023,30-08-2023,Metro-A,25,9.872728184811368,60
INV111826,CUST10426,SVC12425,AGT2576,22-03-2023,Pending,Recharge,Auto Debit,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,7669.41,7669.41,21-03-2023,20-05-2023,Metro-A,1000,244.59509506497602,60
INV111827,CUST10427,SVC12426,AGT2577,04-07-2023,Pending,New Connection,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,235.41,235.41,02-07-2023,31-08-2023,Circle-South,5,1.985192992393101,60
INV111828,CUST10428,SVC12427,AGT2578,16-03-2024,Paid,Renewal,Credit Card,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,13-03-2024,11-06-2024,Rural-Zone,1000,131.50028899789788,90
INV111829,CUST10429,SVC12428,AGT2579,03-07-2023,Paid,New Connection,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,29-06-2023,27-09-2023,Circle-North,50,23.431147586984064,90
INV111830,CUST10430,SVC12429,AGT2580,05-01-2023,Paid,Recharge,UPI,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,02-01-2023,02-01-2024,Metro-B,100,52.513431368659035,365
INV111831,CUST10431,SVC12430,AGT2581,02-11-2024,Pending,New Connection,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,30-10-2024,29-11-2024,Metro-A,500,143.23337903450474,30
INV111832,CUST10432,SVC12431,AGT2582,06-04-2023,Paid,Recharge,Auto Debit,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,04-04-2023,03-06-2023,Rural-Zone,1000,42.040971935785485,60
INV111833,CUST10433,SVC12432,AGT2583,05-01-2024,Pending,Recharge,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,235.41,235.41,04-01-2024,03-02-2024,Rural-Zone,5,3.7045776266223913,30
INV111834,CUST10434,SVC12433,AGT2584,14-11-2024,Paid,Recharge,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,11-11-2024,11-12-2024,Circle-East,75,9.589430190703954,30
INV111835,CUST10435,SVC12434,AGT2585,27-05-2024,Paid,Recharge,Auto Debit,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,24-05-2024,23-07-2024,Metro-A,150,144.32294799121308,60
INV111836,CUST10436,SVC12435,AGT2586,15-11-2023,Paid,Recharge,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,12-11-2023,12-12-2023,Circle-West,40,31.00316373680429,30
INV111837,CUST10437,SVC12436,AGT2587,08-07-2023,Paid,New Connection,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,07-07-2023,05-09-2023,Metro-B,5,3.016741408101837,60
INV111838,CUST10438,SVC12437,AGT2588,07-12-2024,Paid,Recharge,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,04-12-2024,01-01-2025,Circle-East,25,7.318821964354225,28
INV111839,CUST10439,SVC12438,AGT2589,16-08-2023,Pending,New Connection,Cash,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,0.0,15338.82,15-08-2023,12-09-2023,Circle-South,1000,882.5339510854371,28
INV111840,CUST10440,SVC12439,AGT2590,27-04-2024,Paid,New Connection,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,23-04-2024,24-05-2024,Circle-North,750,304.63859733183074,31
INV111841,CUST10441,SVC12440,AGT2591,04-09-2024,Paid,New Connection,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,02-09-2024,01-11-2024,Metro-A,750,699.4076398876445,60
INV111842,CUST10442,SVC12441,AGT2592,24-07-2024,Pending,Recharge,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,235.41,235.41,20-07-2024,18-10-2024,Circle-East,5,1.0052189659823452,90
INV111843,CUST10443,SVC12442,AGT2593,17-05-2023,Paid,Recharge,UPI,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,14-05-2023,13-06-2023,Circle-South,1000,31.90338684769989,30
INV111844,CUST10444,SVC12443,AGT2594,01-02-2023,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,29-01-2023,28-02-2023,Circle-West,500,413.2126890073554,30
INV111845,CUST10445,SVC12444,AGT2595,14-12-2023,Paid,Recharge,Credit Card,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,10-12-2023,10-01-2024,Rural-Zone,100,59.121001217493784,31
INV111846,CUST10446,SVC12445,AGT2596,09-11-2023,Paid,Renewal,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,07-11-2023,05-12-2023,Metro-A,25,1.5533917969574902,28
INV111847,CUST10447,SVC12446,AGT2597,17-11-2024,Paid,Recharge,Debit Card,Youth Special,Prepaid,599,107.82,706.8199999999999,706.8199999999999,706.8199999999999,0.0,15-11-2024,15-12-2024,Circle-North,10,7.5164254807787305,30
INV111848,CUST10448,SVC12447,AGT2598,15-10-2023,Paid,Renewal,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,12-10-2023,11-10-2024,Circle-South,500,405.2664386523279,365
INV111849,CUST10449,SVC12448,AGT2599,21-11-2024,Paid,Recharge,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,19-11-2024,19-11-2025,Metro-B,75,45.5019299923841,365
INV111850,CUST10450,SVC12449,AGT2600,12-01-2024,Paid,Recharge,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,11-01-2024,10-04-2024,Rural-Zone,75,45.88987903604903,90
INV111851,CUST10451,SVC12450,AGT2601,10-08-2023,Pending,Renewal,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,589.41,589.41,06-08-2023,06-09-2023,Circle-North,25,0.38852663632088225,31
INV111852,CUST10452,SVC12451,AGT2602,11-06-2023,Paid,Renewal,Credit Card,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,10-06-2023,11-07-2023,Circle-North,100,36.331896556127795,31
INV111853,CUST10453,SVC12452,AGT2603,01-10-2024,Paid,New Connection,Auto Debit,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,28-09-2024,27-11-2024,Metro-A,15,5.5655531339730615,60
INV111854,CUST10454,SVC12453,AGT2604,20-12-2023,Paid,Recharge,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,19-12-2023,19-01-2024,Rural-Zone,5,1.5136961969184748,31
INV111855,CUST10455,SVC12454,AGT2605,12-12-2023,Paid,Recharge,UPI,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,11-12-2023,09-02-2024,Circle-South,100,60.995469607061835,60
INV111856,CUST10456,SVC12455,AGT2606,17-12-2023,Pending,Renewal,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,16-12-2023,14-02-2024,Metro-A,40,22.768162696647977,60
INV111857,CUST10457,SVC12456,AGT2607,17-05-2023,Paid,Recharge,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,14-05-2023,13-07-2023,Circle-North,750,320.591846802528,60
INV111858,CUST10458,SVC12457,AGT2608,15-05-2024,Paid,Recharge,Debit Card,Youth Special,Prepaid,599,107.82,706.8199999999999,706.8199999999999,706.8199999999999,0.0,13-05-2024,13-06-2024,Circle-South,10,0.2694221217303583,31
INV111859,CUST10459,SVC12458,AGT2609,07-05-2023,Paid,New Connection,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,03-05-2023,03-06-2023,Circle-North,750,330.58346339510314,31
INV111860,CUST10460,SVC12459,AGT2610,10-10-2024,Paid,Recharge,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,06-10-2024,06-11-2024,Metro-A,40,11.875763329552381,31
INV111861,CUST10461,SVC12460,AGT2611,23-01-2024,Paid,Recharge,Cash,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,22-01-2024,22-03-2024,Circle-North,1000,429.12540956841804,60
INV111862,CUST10462,SVC12461,AGT2612,21-05-2023,Paid,Renewal,Credit Card,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,19-05-2023,19-06-2023,Metro-B,150,76.12768385658687,31
INV111863,CUST10463,SVC12462,AGT2613,09-08-2023,Pending,Renewal,UPI,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,0.0,15338.82,08-08-2023,07-08-2024,Circle-West,1000,899.1014815512561,365
INV111864,CUST10464,SVC12463,AGT2614,22-07-2023,Paid,Renewal,Cash,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,5898.82,0.0,19-07-2023,17-09-2023,Circle-South,200,18.777015049172885,60
INV111865,CUST10465,SVC12464,AGT2615,08-04-2023,Pending,New Connection,Cash,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,412.40999999999997,412.40999999999997,04-04-2023,03-07-2023,Circle-East,15,6.8141549704945605,90
INV111866,CUST10466,SVC12465,AGT2616,17-02-2023,Paid,Recharge,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,13-02-2023,13-02-2024,Circle-East,30,6.7021745960262376,365
INV111867,CUST10467,SVC12466,AGT2617,21-06-2023,Pending,Recharge,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,1474.41,1474.41,20-06-2023,20-07-2023,Metro-B,75,16.935398356655462,30
INV111868,CUST10468,SVC12467,AGT2618,27-07-2024,Paid,New Connection,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,23-07-2024,21-09-2024,Metro-A,40,36.46080029865553,60
INV111869,CUST10469,SVC12468,AGT2619,14-07-2023,Paid,New Connection,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,10-07-2023,10-08-2023,Metro-B,30,0.16580836294959989,31
INV111870,CUST10470,SVC12469,AGT2620,10-05-2023,Paid,New Connection,Debit Card,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,5898.82,0.0,08-05-2023,07-05-2024,Circle-East,200,50.518268981563,365
INV111871,CUST10471,SVC12470,AGT2621,25-07-2024,Paid,Recharge,Credit Card,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,24-07-2024,24-08-2024,Circle-West,150,81.61569993309017,31
INV111872,CUST10472,SVC12471,AGT2622,30-05-2024,Paid,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,27-05-2024,26-06-2024,Metro-B,750,181.75293535803445,30
INV111873,CUST10473,SVC12472,AGT2623,23-03-2024,Paid,Recharge,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,19-03-2024,19-04-2024,Circle-East,50,30.82248500880126,31
INV111874,CUST10474,SVC12473,AGT2624,05-04-2023,Paid,Recharge,Credit Card,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,04-04-2023,04-05-2023,Rural-Zone,150,17.939805131222325,30
INV111875,CUST10475,SVC12474,AGT2625,07-12-2024,Paid,New Connection,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,06-12-2024,05-01-2025,Circle-East,25,2.9843919238838197,30
INV111876,CUST10476,SVC12475,AGT2626,21-01-2023,Paid,Renewal,UPI,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,20-01-2023,21-03-2023,Circle-North,1000,156.8708879843428,60
INV111877,CUST10477,SVC12476,AGT2627,11-05-2024,Paid,Recharge,Credit Card,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,08-05-2024,06-08-2024,Circle-West,15,1.9132746192223533,90
INV111878,CUST10478,SVC12477,AGT2628,02-10-2023,Paid,Recharge,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,29-09-2023,27-10-2023,Metro-B,5,3.3462412788052798,28
INV111879,CUST10479,SVC12478,AGT2629,25-09-2023,Paid,Renewal,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,24-09-2023,23-11-2023,Circle-North,500,391.35881208952964,60
INV111880,CUST10480,SVC12479,AGT2630,22-02-2024,Pending,Renewal,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,20-02-2024,20-05-2024,Circle-West,750,284.65893732860945,90
INV111881,CUST10481,SVC12480,AGT2631,15-02-2023,Paid,Renewal,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,12-02-2023,15-03-2023,Metro-A,500,368.96919735234616,31
INV111882,CUST10482,SVC12481,AGT2632,07-02-2023,Paid,New Connection,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,03-02-2023,04-05-2023,Metro-B,40,34.27454061787341,90
INV111883,CUST10483,SVC12482,AGT2633,14-11-2024,Pending,Recharge,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,13-11-2024,11-02-2025,Circle-North,750,358.4700706981011,90
INV111884,CUST10484,SVC12483,AGT2634,01-07-2023,Pending,Recharge,Cash,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,7669.41,7669.41,29-06-2023,27-07-2023,Rural-Zone,1000,270.2454802439489,28
INV111885,CUST10485,SVC12484,AGT2635,19-06-2024,Paid,New Connection,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,18-06-2024,19-07-2024,Metro-A,75,5.143084858152916,31
INV111886,CUST10486,SVC12485,AGT2636,19-08-2024,Paid,Recharge,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,17-08-2024,17-08-2025,Metro-B,5,4.201565707263457,365
INV111887,CUST10487,SVC12486,AGT2637,29-11-2024,Paid,Renewal,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,28-11-2024,29-12-2024,Circle-North,75,74.84714032685014,31
INV111888,CUST10488,SVC12487,AGT2638,16-09-2024,Pending,Renewal,Credit Card,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,412.40999999999997,412.40999999999997,14-09-2024,14-10-2024,Rural-Zone,15,8.050244889552078,30
INV111889,CUST10489,SVC12488,AGT2639,28-11-2024,Paid,Renewal,Auto Debit,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,24-11-2024,22-12-2024,Metro-B,150,76.4717654696411,28
INV111890,CUST10490,SVC12489,AGT2640,25-02-2024,Paid,New Connection,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,22-02-2024,22-05-2024,Rural-Zone,40,39.69348765316375,90
INV111891,CUST10491,SVC12490,AGT2641,20-08-2023,Paid,Renewal,Auto Debit,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,18-08-2023,17-09-2023,Rural-Zone,150,67.32585274255122,30
INV111892,CUST10492,SVC12491,AGT2642,20-03-2023,Paid,New Connection,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,19-03-2023,19-04-2023,Metro-A,25,4.722825574143149,31
INV111893,CUST10493,SVC12492,AGT2643,06-05-2024,Pending,New Connection,UPI,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,2359.41,2359.41,03-05-2024,01-08-2024,Circle-North,150,148.34993205650588,90
INV111894,CUST10494,SVC12493,AGT2644,01-05-2024,Paid,New Connection,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,30-04-2024,30-05-2024,Circle-West,75,69.14695936968276,30
INV111895,CUST10495,SVC12494,AGT2645,11-01-2024,Paid,New Connection,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,09-01-2024,08-01-2025,Metro-A,750,581.8123246580344,365
INV111896,CUST10496,SVC12495,AGT2646,02-02-2023,Paid,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,31-01-2023,31-01-2024,Circle-West,500,312.83583172291196,365
INV111897,CUST10497,SVC12496,AGT2647,17-08-2024,Paid,Renewal,Cash,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,16-08-2024,15-09-2024,Rural-Zone,150,19.584022370552546,30
INV111898,CUST10498,SVC12497,AGT2648,10-07-2024,Paid,New Connection,UPI,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,09-07-2024,08-08-2024,Circle-South,1000,866.4866308058397,30
INV111899,CUST10499,SVC12498,AGT2649,05-07-2024,Paid,New Connection,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,03-07-2024,03-08-2024,Circle-East,500,258.2911494309891,31
INV111900,CUST10500,SVC12499,AGT2650,04-02-2023,Pending,Recharge,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,235.41,235.41,02-02-2023,02-02-2024,Circle-East,5,1.000778376501622,365
INV111901,CUST10501,SVC12500,AGT2651,05-08-2023,Paid,Recharge,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,04-08-2023,03-08-2024,Rural-Zone,750,63.54339664687036,365
INV111902,CUST10502,SVC12501,AGT2652,02-12-2024,Pending,Recharge,Auto Debit,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,0.0,5898.82,30-11-2024,28-02-2025,Circle-North,200,87.83116473182386,90
INV111903,CUST10503,SVC12502,AGT2653,03-05-2023,Paid,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,01-05-2023,31-05-2023,Circle-East,5,0.45455929541179163,30
INV111904,CUST10504,SVC12503,AGT2654,06-05-2024,Paid,Recharge,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,04-05-2024,01-06-2024,Circle-South,75,72.1966986642643,28
INV111905,CUST10505,SVC12504,AGT2655,27-01-2024,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,24-01-2024,23-01-2025,Circle-West,500,52.17072756646268,365
INV111906,CUST10506,SVC12505,AGT2656,15-08-2024,Pending,New Connection,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,11-08-2024,09-11-2024,Metro-A,30,15.486924926837226,90
INV111907,CUST10507,SVC12506,AGT2657,08-06-2023,Paid,Recharge,Cash,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,06-06-2023,05-06-2024,Rural-Zone,15,5.369805228631249,365
INV111908,CUST10508,SVC12507,AGT2658,12-03-2023,Pending,Renewal,UPI,Youth Special,Prepaid,599,107.82,706.8199999999999,706.8199999999999,353.40999999999997,353.40999999999997,10-03-2023,10-04-2023,Circle-East,10,6.12012225935307,31
INV111909,CUST10509,SVC12508,AGT2659,05-07-2024,Paid,Renewal,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,03-07-2024,31-07-2024,Circle-West,750,724.0193183118017,28
INV111910,CUST10510,SVC12509,AGT2660,03-09-2023,Paid,Renewal,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,01-09-2023,31-10-2023,Circle-West,25,10.53193978020428,60
INV111911,CUST10511,SVC12510,AGT2661,08-08-2024,Paid,New Connection,UPI,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,06-08-2024,06-09-2024,Circle-West,1000,909.3703510459009,31
INV111912,CUST10512,SVC12511,AGT2662,19-05-2024,Paid,New Connection,Cash,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,18-05-2024,17-06-2024,Metro-B,150,8.869994112642521,30
INV111913,CUST10513,SVC12512,AGT2663,04-10-2023,Paid,Renewal,UPI,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,02-10-2023,01-11-2023,Circle-West,15,12.396783793869094,30
INV111914,CUST10514,SVC12513,AGT2664,12-03-2024,Paid,Recharge,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,08-03-2024,07-04-2024,Circle-East,75,26.63976135677514,30
INV111915,CUST10515,SVC12514,AGT2665,19-10-2024,Paid,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,15-10-2024,14-11-2024,Circle-South,500,229.20027187012536,30
INV111916,CUST10516,SVC12515,AGT2666,11-12-2024,Paid,New Connection,Auto Debit,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,07-12-2024,07-01-2025,Circle-North,150,49.535645558745784,31
INV111917,CUST10517,SVC12516,AGT2667,26-06-2023,Pending,New Connection,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,1179.41,1179.41,24-06-2023,24-07-2023,Metro-A,50,20.565975851971775,30
INV111918,CUST10518,SVC12517,AGT2668,23-10-2023,Paid,Renewal,Debit Card,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,21-10-2023,19-01-2024,Metro-B,150,98.0804254046206,90
INV111919,CUST10519,SVC12518,AGT2669,29-11-2023,Paid,Renewal,Debit Card,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,25-11-2023,25-12-2023,Metro-A,1000,965.9020698846805,30
INV111920,CUST10520,SVC12519,AGT2670,01-05-2024,Paid,New Connection,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,30-04-2024,30-05-2024,Metro-A,50,21.082831595206198,30
INV111921,CUST10521,SVC12520,AGT2671,22-08-2023,Paid,Renewal,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,21-08-2023,20-09-2023,Rural-Zone,5,1.5010125826057763,30
INV111922,CUST10522,SVC12521,AGT2672,23-11-2024,Paid,Renewal,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,21-11-2024,19-12-2024,Metro-B,25,8.653738105433655,28
INV111923,CUST10523,SVC12522,AGT2673,23-02-2024,Paid,New Connection,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,21-02-2024,22-03-2024,Metro-B,25,0.783441718009012,30
INV111924,CUST10524,SVC12523,AGT2674,17-08-2024,Paid,Recharge,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,14-08-2024,12-11-2024,Circle-South,50,27.249307822903617,90
INV111925,CUST10525,SVC12524,AGT2675,19-10-2024,Paid,New Connection,Credit Card,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,17-10-2024,15-01-2025,Circle-North,100,80.77206018326419,90
INV111926,CUST10526,SVC12525,AGT2676,18-08-2023,Paid,New Connection,Credit Card,Youth Special,Prepaid,599,107.82,706.8199999999999,706.8199999999999,706.8199999999999,0.0,16-08-2023,15-10-2023,Circle-West,10,3.004825292275398,60
INV111927,CUST10527,SVC12526,AGT2677,25-10-2023,Paid,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,22-10-2023,21-11-2023,Circle-South,750,458.8168646815203,30
INV111928,CUST10528,SVC12527,AGT2678,13-09-2023,Paid,Recharge,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,10-09-2023,09-12-2023,Circle-East,500,178.71304996023872,90
INV111929,CUST10529,SVC12528,AGT2679,25-04-2024,Paid,Renewal,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,23-04-2024,23-04-2025,Circle-North,500,472.1520940190135,365
INV111930,CUST10530,SVC12529,AGT2680,26-05-2024,Paid,New Connection,Debit Card,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,22-05-2024,21-07-2024,Metro-B,150,34.06550511699741,60
INV111931,CUST10531,SVC12530,AGT2681,16-06-2024,Paid,Recharge,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,12-06-2024,11-08-2024,Metro-A,75,55.02212415793999,60
INV111932,CUST10532,SVC12531,AGT2682,05-07-2024,Pending,Recharge,Cash,Youth Special,Prepaid,599,107.82,706.8199999999999,706.8199999999999,353.40999999999997,353.40999999999997,04-07-2024,04-07-2025,Metro-A,10,6.810935495090505,365
INV111933,CUST10533,SVC12532,AGT2683,17-03-2024,Paid,New Connection,Cash,Youth Special,Prepaid,599,107.82,706.8199999999999,706.8199999999999,706.8199999999999,0.0,14-03-2024,11-04-2024,Circle-North,10,4.8794991235803264,28
INV111934,CUST10534,SVC12533,AGT2684,24-11-2024,Paid,New Connection,UPI,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,21-11-2024,21-11-2025,Circle-North,100,33.738327211652994,365
INV111935,CUST10535,SVC12534,AGT2685,06-07-2024,Pending,New Connection,Cash,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,0.0,824.8199999999999,04-07-2024,04-08-2024,Circle-East,15,5.707995944967244,31
INV111936,CUST10536,SVC12535,AGT2686,02-05-2024,Paid,New Connection,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,30-04-2024,30-05-2024,Metro-B,500,409.94178549980296,30
INV111937,CUST10537,SVC12536,AGT2687,08-01-2024,Paid,New Connection,Credit Card,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,06-01-2024,06-02-2024,Metro-B,1000,133.68114350869553,31
INV111938,CUST10538,SVC12537,AGT2688,15-05-2023,Paid,Renewal,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,14-05-2023,11-06-2023,Circle-South,30,1.3086416543441404,28
