Invoice_number,Customer_id,Service_id,Agent_id,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Zone_area,Data_bought,Data_used,Billing_cycle,No_of_valid_days,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,Revenue_Leakage_Pred,Anomaly_Type_Pred
INV100596,CUST005647,SVC8898,AGT032,Paid,Bill Payment,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-North,200,73.04,31,31,2025,4,22,2025,4,20,2025,5,21,No,No Anomaly
INV101819,CUST000594,SVC7381,AGT139,Paid,Renewal,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-South,10,9.44,30,30,2024,2,17,2024,2,16,2024,3,17,No,No Anomaly
INV103613,CUST002477,SVC4313,AGT023,Pending,New Connection,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-A,750,192.25,30,30,2024,4,3,2024,4,1,2024,5,1,No,No Anomaly
INV104284,CUST003378,SVC8057,AGT023,Pending,New Connection,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-North,25,4.43,28,28,2024,4,15,2024,4,10,2024,5,8,No,No Anomaly
INV106194,CUST004519,SVC8154,AGT103,Paid,Renewal,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2812.58,2812.58,0.0,Circle-West,50,7.45,30,30,2025,3,3,2025,2,26,2025,3,28,No,No Anomaly
INV105637,CUST005085,SVC2524,AGT066,Pending,Plan Change,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-West,1000,440.3,30,30,2025,7,10,2025,7,9,2025,8,8,No,No Anomaly
INV100038,CUST002140,SVC3925,AGT149,Paid,Renewal,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Metro-A,40,33.33,28,28,2025,3,21,2025,3,20,2025,4,17,No,Billing Error
INV107751,CUST002045,SVC3201,AGT092,Partial,New Connection,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,468.78,238.04,Circle-North,10,7.78,28,28,2023,9,7,2023,9,3,2023,10,1,No,No Anomaly
INV108077,CUST007943,SVC1763,AGT145,Partial,Recharge,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,3586.06,1132.76,Circle-North,150,58.83,28,28,2024,9,3,2024,8,30,2024,9,27,No,No Anomaly
INV103540,CUST002754,SVC6018,AGT091,Pending,Bill Payment,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Rural-Zone,40,27.58,28,28,2023,9,5,2023,8,31,2023,9,28,No,No Anomaly
INV109078,CUST001839,SVC7095,AGT037,Paid,Recharge,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Rural-Zone,50,120.97,31,31,2025,3,21,2025,3,16,2025,4,16,No,No Anomaly
INV102750,CUST002698,SVC6806,AGT111,Paid,Plan Change,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-East,25,21.39,30,30,2025,7,3,2025,7,2,2025,8,1,No,No Anomaly
INV102682,CUST005169,SVC3437,AGT076,Paid,New Connection,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-South,75,19.98,30,30,2025,3,14,2025,3,11,2025,4,10,No,Billing Error
INV104390,CUST000211,SVC5005,AGT106,Paid,Bill Payment,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-East,40,26.75,31,31,2024,6,17,2024,6,15,2024,7,16,No,Billing Error
INV106219,CUST006500,SVC5764,AGT080,Paid,Plan Change,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,11589.82,11589.82,0.0,Metro-B,500,181.75,28,28,2023,9,10,2023,9,5,2023,10,3,No,No Anomaly
INV106000,CUST003414,SVC5180,AGT008,Paid,Plan Change,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-South,25,14.93,31,31,2024,3,23,2024,3,19,2024,4,19,No,No Anomaly
INV101071,CUST002631,SVC2763,AGT116,Paid,Recharge,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-West,50,43.87,28,28,2024,10,18,2024,10,15,2024,11,12,No,Usage Mismatch
INV100542,CUST002865,SVC4478,AGT003,Pending,Plan Change,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-North,100,4.32,31,31,2024,1,17,2024,1,13,2024,2,13,No,No Anomaly
INV104410,CUST007157,SVC9263,AGT005,Paid,New Connection,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Rural-Zone,15,8.38,30,30,2024,5,24,2024,5,19,2024,6,18,No,Billing Error
INV102953,CUST001875,SVC2784,AGT123,Pending,New Connection,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-B,750,669.84,31,31,2024,4,24,2024,4,21,2024,5,22,No,No Anomaly
INV103522,CUST002031,SVC7586,AGT150,Paid,Plan Change,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Rural-Zone,100,46.44,30,30,2025,2,24,2025,2,20,2025,3,22,No,Billing Error
INV104531,CUST000488,SVC7578,AGT006,Pending,Recharge,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Metro-A,25,1.85,28,28,2023,10,9,2023,10,5,2023,11,2,No,Billing Error
INV106000,CUST006189,SVC5570,AGT145,Paid,Plan Change,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-North,40,2.97,31,31,2024,1,23,2024,1,21,2024,2,21,No,Billing Error
INV106000,CUST006686,SVC9218,AGT052,Paid,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-B,25,22.97,28,28,2025,3,1,2025,2,24,2025,3,24,No,Usage Mismatch
INV101640,CUST007999,SVC6651,AGT097,Pending,New Connection,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-B,1000,518.81,30,30,2024,1,22,2024,1,18,2024,2,17,No,No Anomaly
INV107154,CUST000616,SVC4054,AGT099,Paid,Bill Payment,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,6071.16,-1352.34,Rural-Zone,150,32.16,28,28,2025,6,18,2025,6,15,2025,7,13,No,Usage Mismatch
INV104573,CUST002391,SVC4043,AGT088,Paid,Plan Change,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-South,40,24.16,31,31,2024,7,7,2024,7,4,2024,8,4,No,No Anomaly
INV105214,CUST007609,SVC5899,AGT059,Pending,Bill Payment,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-West,1000,132.88,30,30,2024,1,12,2024,1,11,2024,2,10,No,No Anomaly
INV101830,CUST006536,SVC5881,AGT104,Pending,Plan Change,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Metro-A,15,13.13,28,28,2025,3,29,2025,3,27,2025,4,24,No,No Anomaly
INV107820,CUST006580,SVC6801,AGT148,Partial,Bill Payment,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,361.5,463.32,Circle-West,15,2.27,31,31,2025,6,3,2025,6,2,2025,7,3,No,No Anomaly
INV106000,CUST003113,SVC9261,AGT048,Paid,Bill Payment,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-South,100,40.36,31,31,2023,9,7,2023,9,2,2023,10,3,No,No Anomaly
INV103726,CUST002781,SVC5410,AGT010,Paid,Recharge,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-A,200,126.31,30,30,2023,8,30,2023,8,29,2023,9,28,No,No Anomaly
INV103324,CUST002150,SVC8560,AGT122,Pending,Bill Payment,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-South,1000,927.92,30,30,2024,3,27,2024,3,23,2024,4,22,No,Usage Mismatch
INV104173,CUST006143,SVC1299,AGT022,Pending,Renewal,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-North,10,9.46,30,30,2025,6,23,2025,6,21,2025,7,21,No,No Anomaly
INV106000,CUST007338,SVC8099,AGT133,Paid,Renewal,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-East,1000,622.88,30,30,2024,10,3,2024,9,29,2024,10,29,No,No Anomaly
INV103567,CUST000618,SVC2409,AGT014,Pending,Recharge,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,257.2,31,31,2023,10,13,2023,10,10,2023,11,10,No,No Anomaly
INV103739,CUST001545,SVC2347,AGT053,Paid,Renewal,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-West,75,49.24,31,31,2024,7,2,2024,6,30,2024,7,31,No,No Anomaly
INV108571,CUST003673,SVC5180,AGT076,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-East,500,233.9,30,43,2023,10,8,2023,10,5,2023,11,4,No,No Anomaly
INV106000,CUST000419,SVC9735,AGT129,Paid,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Metro-B,50,23.69,28,28,2024,8,28,2024,8,24,2024,9,21,No,No Anomaly
INV100687,CUST000931,SVC3456,AGT050,Paid,New Connection,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Rural-Zone,15,5.78,28,28,2025,2,11,2025,2,6,2025,3,6,No,No Anomaly
INV100977,CUST005589,SVC7769,AGT130,Pending,Recharge,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-West,500,177.5,28,28,2024,9,17,2024,9,14,2024,10,12,No,No Anomaly
INV102695,CUST001700,SVC7028,AGT112,Paid,Bill Payment,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-North,40,10.8,31,31,2023,12,20,2023,12,18,2024,1,18,No,No Anomaly
INV106000,CUST003797,SVC7818,AGT019,Paid,Bill Payment,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-East,200,38.16,31,31,2024,3,3,2024,2,28,2024,3,30,No,No Anomaly
INV107699,CUST006087,SVC3398,AGT134,Partial,Plan Change,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,1679.1,679.72,Circle-West,50,40.44,30,30,2024,7,12,2024,7,11,2024,8,10,No,No Anomaly
INV107510,CUST005625,SVC7891,AGT027,Partial,Plan Change,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,793.25,739.57,Circle-West,40,32.32,31,31,2024,5,6,2024,5,4,2024,6,4,No,No Anomaly
INV103384,CUST005612,SVC9357,AGT111,Paid,Recharge,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-South,50,4.17,30,30,2024,7,31,2024,7,28,2024,8,27,No,Usage Mismatch
INV103606,CUST007825,SVC8441,AGT041,Paid,New Connection,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-A,1000,178.48,31,31,2024,1,17,2024,1,15,2024,2,15,No,No Anomaly
INV106486,CUST005423,SVC7311,AGT109,Paid,Plan Change,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,14287.07,14287.07,0.0,Circle-East,750,421.04,28,28,2025,8,29,2025,8,27,2025,9,24,No,Billing Error
INV108939,CUST006885,SVC4757,AGT011,Paid,Bill Payment,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-East,150,335.53,31,31,2025,7,18,2025,7,17,2025,8,17,No,No Anomaly
INV106778,CUST007258,SVC6955,AGT042,Paid,New Connection,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,3419.28,3419.28,0.0,Circle-North,75,32.06,31,31,2024,1,20,2024,1,17,2024,2,17,No,No Anomaly
INV106559,CUST006658,SVC5874,AGT060,Paid,Renewal,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1273.1,1273.1,0.0,Circle-West,30,1.76,31,31,2024,4,13,2024,4,11,2024,5,12,No,No Anomaly
INV106000,CUST006224,SVC2593,AGT108,Paid,Renewal,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Rural-Zone,100,75.85,28,28,2024,10,19,2024,10,15,2024,11,12,No,No Anomaly
INV100082,CUST005101,SVC9167,AGT114,Paid,New Connection,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-North,750,369.39,28,28,2024,10,24,2024,10,23,2024,11,20,No,Billing Error
INV103472,CUST004189,SVC4124,AGT098,Paid,Plan Change,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-West,100,75.53,31,31,2024,9,26,2024,9,25,2024,10,26,No,No Anomaly
INV101688,CUST005068,SVC2478,AGT131,Paid,Recharge,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-West,15,4.64,28,28,2024,11,1,2024,10,30,2024,11,27,No,Usage Mismatch
INV106100,CUST002027,SVC5013,AGT057,Paid,Renewal,Cash,Business Pro,Postpaid,2999,539.82,3538.82,2479.34,2479.34,0.0,Metro-B,100,88.56,28,28,2025,6,18,2025,6,15,2025,7,13,No,No Anomaly
INV108084,CUST006369,SVC9734,AGT141,Partial,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,4427.55,1471.27,Circle-East,200,117.98,28,28,2023,12,4,2023,12,2,2023,12,30,No,No Anomaly
INV101695,CUST003661,SVC8189,AGT001,Paid,Plan Change,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-B,25,4.29,31,31,2025,6,24,2025,6,20,2025,7,21,No,No Anomaly
INV107260,CUST007315,SVC4378,AGT134,Paid,Bill Payment,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,3441.6,-1082.78,Circle-East,50,21.73,31,31,2025,5,26,2025,5,22,2025,6,22,No,No Anomaly
INV103108,CUST007909,SVC5563,AGT132,Paid,Renewal,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-West,25,7.05,28,28,2025,1,2,2024,12,28,2025,1,25,No,Billing Error
INV108986,CUST004065,SVC1658,AGT132,Paid,Renewal,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Metro-A,50,57.0,28,28,2023,12,24,2023,12,23,2024,1,20,No,Usage Mismatch
INV101164,CUST004586,SVC4129,AGT098,Pending,Renewal,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-West,10,2.03,31,31,2024,9,13,2024,9,10,2024,10,11,No,No Anomaly
INV103195,CUST007334,SVC4589,AGT128,Paid,Plan Change,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-North,10,4.42,30,30,2024,2,12,2024,2,7,2024,3,8,No,No Anomaly
INV102611,CUST003467,SVC3732,AGT109,Pending,Renewal,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-B,50,17.79,31,31,2024,4,15,2024,4,12,2024,5,13,No,No Anomaly
INV108810,CUST004684,SVC6402,AGT086,Paid,New Connection,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-South,40,95.43,31,31,2025,3,25,2025,3,21,2025,4,21,No,No Anomaly
INV100257,CUST005774,SVC4519,AGT053,Pending,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-West,500,184.7,28,28,2025,7,4,2025,6,29,2025,7,27,No,Billing Error
INV105529,CUST000060,SVC5387,AGT086,Paid,Bill Payment,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Rural-Zone,200,88.31,31,31,2024,7,30,2024,7,26,2024,8,26,No,No Anomaly
INV103585,CUST004614,SVC1390,AGT004,Paid,Recharge,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Rural-Zone,500,58.27,31,31,2023,10,18,2023,10,13,2023,11,13,No,No Anomaly
INV100713,CUST001501,SVC1587,AGT121,Paid,Renewal,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,38.88,30,30,2024,10,25,2024,10,23,2024,11,22,No,No Anomaly
INV107871,CUST003960,SVC4691,AGT140,Partial,Recharge,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,10376.69,4962.13,Circle-North,1000,597.27,28,28,2023,11,25,2023,11,21,2023,12,19,No,No Anomaly
INV109203,CUST007806,SVC2371,AGT031,Paid,Bill Payment,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Metro-B,10,17.15,30,30,2025,8,15,2025,8,11,2025,9,10,No,Billing Error
INV109281,CUST006396,SVC9397,AGT041,Paid,Plan Change,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-North,15,29.97,30,30,2024,2,19,2024,2,16,2024,3,17,No,No Anomaly
INV101796,CUST000367,SVC2916,AGT004,Paid,Plan Change,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Metro-B,75,10.38,31,31,2023,12,28,2023,12,26,2024,1,26,No,No Anomaly
INV105062,CUST002628,SVC5307,AGT144,Paid,Recharge,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,405.8,28,28,2024,2,16,2024,2,11,2024,3,10,No,No Anomaly
INV100308,CUST000754,SVC6432,AGT032,Pending,New Connection,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-A,50,38.44,30,30,2023,10,26,2023,10,24,2023,11,23,No,Billing Error
INV102299,CUST006494,SVC8961,AGT100,Pending,Recharge,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,400.16,31,31,2024,5,1,2024,4,29,2024,5,30,No,No Anomaly
INV103833,CUST004899,SVC5742,AGT102,Pending,Recharge,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,84.12,28,28,2024,7,10,2024,7,5,2024,8,2,No,No Anomaly
INV109074,CUST004331,SVC7809,AGT049,Paid,Renewal,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-A,1000,1461.04,30,30,2024,2,25,2024,2,23,2024,3,24,No,Billing Error
INV108639,CUST005708,SVC3306,AGT131,Paid,New Connection,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Metro-B,5,2.58,30,31,2024,2,5,2024,1,31,2024,3,1,No,No Anomaly
INV103783,CUST002785,SVC1269,AGT009,Pending,Bill Payment,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-A,100,32.61,31,31,2025,7,27,2025,7,22,2025,8,22,No,No Anomaly
INV108864,CUST001145,SVC4404,AGT131,Paid,Plan Change,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-South,500,707.37,28,28,2024,5,16,2024,5,14,2024,6,11,No,No Anomaly
INV107782,CUST004684,SVC4271,AGT135,Partial,Bill Payment,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,8814.2,6524.62,Circle-East,1000,447.27,28,28,2024,1,6,2024,1,3,2024,1,31,No,No Anomaly
INV100710,CUST007192,SVC8669,AGT034,Pending,New Connection,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-West,30,26.51,30,30,2025,6,10,2025,6,5,2025,7,5,No,No Anomaly
INV109005,CUST005227,SVC4209,AGT147,Paid,Bill Payment,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Rural-Zone,200,299.56,31,31,2024,11,3,2024,10,30,2024,11,30,No,No Anomaly
INV104762,CUST001228,SVC6177,AGT112,Pending,Recharge,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-A,5,3.49,28,28,2024,7,1,2024,6,30,2024,7,28,No,No Anomaly
INV103011,CUST007309,SVC6843,AGT136,Paid,Bill Payment,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-A,200,104.4,30,30,2024,4,2,2024,3,29,2024,4,28,No,No Anomaly
INV109012,CUST001671,SVC2387,AGT073,Paid,Renewal,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-North,5,11.19,31,31,2024,11,2,2024,11,1,2024,12,2,No,No Anomaly
INV104748,CUST002420,SVC7545,AGT021,Paid,Renewal,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Rural-Zone,150,120.69,31,31,2024,3,25,2024,3,22,2024,4,22,No,No Anomaly
INV108853,CUST006188,SVC9334,AGT106,Paid,Recharge,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-South,200,466.51,28,28,2024,11,3,2024,11,2,2024,11,30,No,No Anomaly
INV101772,CUST002410,SVC3966,AGT116,Paid,Recharge,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,124.62,30,30,2025,3,3,2025,3,1,2025,3,31,No,No Anomaly
INV101049,CUST005843,SVC5434,AGT037,Paid,Plan Change,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-East,40,36.24,31,31,2024,8,16,2024,8,11,2024,9,11,No,No Anomaly
INV102603,CUST000190,SVC4030,AGT144,Pending,New Connection,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-B,100,94.28,31,31,2025,2,11,2025,2,10,2025,3,13,No,Usage Mismatch
INV103784,CUST004224,SVC4072,AGT037,Pending,Plan Change,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-West,1000,707.57,31,31,2023,12,5,2023,12,2,2024,1,2,No,Rate Error
INV105801,CUST007775,SVC1489,AGT064,Pending,Bill Payment,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Rural-Zone,25,22.03,28,28,2025,4,27,2025,4,23,2025,5,21,No,No Anomaly
INV104914,CUST004076,SVC8666,AGT121,Pending,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,37.53,28,28,2024,1,9,2024,1,7,2024,2,4,No,Usage Mismatch
INV102781,CUST001354,SVC6555,AGT053,Pending,New Connection,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-North,1000,573.81,28,28,2024,11,30,2024,11,29,2024,12,27,No,No Anomaly
INV101642,CUST000775,SVC8064,AGT071,Paid,Renewal,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Metro-B,150,138.66,28,28,2024,2,8,2024,2,3,2024,3,2,No,Rate Error
INV101540,CUST002552,SVC9868,AGT021,Paid,Bill Payment,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Rural-Zone,500,23.31,31,31,2024,7,23,2024,7,22,2024,8,22,No,No Anomaly
INV107757,CUST004437,SVC5413,AGT070,Partial,New Connection,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,623.2,83.62,Metro-B,10,7.3,30,30,2024,10,9,2024,10,7,2024,11,6,No,No Anomaly
INV106000,CUST007374,SVC9959,AGT139,Paid,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-West,200,13.81,30,30,2025,8,18,2025,8,13,2025,9,12,No,No Anomaly
INV103898,CUST005202,SVC3928,AGT072,Pending,Plan Change,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-West,25,5.56,28,28,2024,7,26,2024,7,25,2024,8,22,No,No Anomaly
INV100385,CUST006861,SVC3018,AGT116,Paid,Recharge,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-East,30,26.41,30,30,2025,1,27,2025,1,23,2025,2,22,No,No Anomaly
INV101316,CUST002262,SVC5128,AGT008,Paid,Bill Payment,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-South,50,45.35,31,31,2025,3,30,2025,3,27,2025,4,27,No,No Anomaly
INV109261,CUST001098,SVC3684,AGT069,Paid,Renewal,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-North,40,49.35,31,31,2024,12,3,2024,11,30,2024,12,31,No,Rate Error
INV100945,CUST000170,SVC2802,AGT004,Paid,New Connection,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Metro-B,75,26.92,30,30,2024,5,20,2024,5,19,2024,6,18,No,Billing Error
INV103183,CUST006202,SVC1346,AGT115,Pending,New Connection,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-B,200,1.83,30,30,2024,9,3,2024,9,1,2024,10,1,No,No Anomaly
INV100333,CUST006705,SVC9561,AGT108,Paid,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Rural-Zone,40,31.95,30,30,2024,12,4,2024,11,29,2024,12,29,No,No Anomaly
INV106601,CUST007710,SVC6977,AGT004,Paid,New Connection,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,6962.28,6962.28,0.0,Circle-East,150,1.41,30,30,2024,3,29,2024,3,27,2024,4,26,No,No Anomaly
INV108733,CUST006558,SVC8025,AGT133,Paid,Recharge,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Rural-Zone,40,6.76,28,32,2023,11,4,2023,10,31,2023,11,28,No,No Anomaly
INV103281,CUST007622,SVC3143,AGT030,Paid,Renewal,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-East,150,135.09,31,31,2024,7,30,2024,7,26,2024,8,26,No,No Anomaly
INV102472,CUST006495,SVC3643,AGT036,Paid,Plan Change,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-East,75,25.02,31,31,2025,8,26,2025,8,25,2025,9,25,No,No Anomaly
INV105606,CUST006908,SVC4942,AGT027,Paid,Renewal,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-East,30,0.4,31,31,2024,8,17,2024,8,14,2024,9,14,No,No Anomaly
