Invoice_number,Customer_id,Service_id,Agent_id,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Zone_area,Data_bought,Data_used,Billing_cycle,No_of_valid_days,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,Revenue_Leakage_Pred,Anomaly_Type_Pred
INV106000,CUST001570,SVC6167,AGT011,Paid,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Rural-Zone,50,27.18,30,30,2024,10,20,2024,10,17,2024,11,16,Yes,No Anomaly
INV108799,CUST007966,SVC5813,AGT116,Paid,Recharge,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-West,15,13.62,31,32,2023,11,25,2023,11,20,2023,12,21,Yes,No Anomaly
INV105721,CUST001111,SVC6528,AGT129,Paid,Renewal,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Rural-Zone,15,7.49,30,30,2023,10,31,2023,10,30,2023,11,29,Yes,No Anomaly
INV106574,CUST005930,SVC5985,AGT119,Paid,Recharge,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,4038.79,4038.79,0.0,Rural-Zone,75,8.01,28,28,2025,1,31,2025,1,26,2025,2,23,Yes,No Anomaly
INV108438,CUST002982,SVC8802,AGT122,Paid,Bill Payment,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Rural-Zone,100,56.18,31,45,2024,6,21,2024,6,18,2024,7,19,Yes,Usage Mismatch
INV109062,CUST006023,SVC5608,AGT116,Paid,Renewal,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,819.52,30,30,2024,8,13,2024,8,10,2024,9,9,Yes,No Anomaly
INV105569,CUST000037,SVC8664,AGT122,Pending,New Connection,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-B,100,4.67,30,30,2025,1,6,2025,1,4,2025,2,3,Yes,No Anomaly
INV106000,CUST003999,SVC9235,AGT027,Paid,Bill Payment,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-West,100,12.75,31,31,2025,4,3,2025,3,31,2025,5,1,Yes,No Anomaly
INV107184,CUST002435,SVC8732,AGT108,Paid,New Connection,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,773.46,-302.64,Circle-South,5,4.41,30,30,2025,8,4,2025,7,30,2025,8,29,Yes,No Anomaly
INV105993,CUST001550,SVC7598,AGT086,Paid,Renewal,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-B,200,15.15,31,31,2024,4,20,2024,4,17,2024,5,18,Yes,No Anomaly
INV108834,CUST005076,SVC2717,AGT130,Paid,Bill Payment,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-South,10,17.48,30,30,2023,9,13,2023,9,12,2023,10,12,Yes,No Anomaly
INV107182,CUST000232,SVC6489,AGT082,Paid,Renewal,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,5150.84,-2202.02,Circle-West,75,18.98,28,28,2024,9,18,2024,9,15,2024,10,13,Yes,Usage Mismatch
INV107106,CUST001045,SVC4522,AGT056,Paid,New Connection,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,17176.92,-5378.1,Circle-West,750,190.98,28,28,2024,10,21,2024,10,19,2024,11,16,Yes,Usage Mismatch
INV100373,CUST005316,SVC3732,AGT029,Pending,Plan Change,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-West,10,7.6,28,28,2025,3,2,2025,2,26,2025,3,26,Yes,No Anomaly
INV102505,CUST005729,SVC2710,AGT021,Paid,Recharge,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-South,75,48.28,28,28,2023,10,9,2023,10,6,2023,11,3,Yes,Billing Error
INV104856,CUST003505,SVC1854,AGT074,Paid,Renewal,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Rural-Zone,25,9.64,30,30,2024,9,6,2024,9,2,2024,10,2,Yes,No Anomaly
INV100610,CUST007068,SVC9842,AGT130,Paid,Plan Change,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Rural-Zone,100,58.8,30,30,2024,1,7,2024,1,2,2024,2,1,Yes,Usage Mismatch
INV106650,CUST000614,SVC6895,AGT078,Paid,Bill Payment,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,3248.76,3248.76,0.0,Rural-Zone,50,2.85,28,28,2024,4,26,2024,4,25,2024,5,23,Yes,No Anomaly
INV106000,CUST006975,SVC6541,AGT146,Paid,New Connection,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-A,25,13.52,28,28,2025,8,26,2025,8,23,2025,9,20,Yes,No Anomaly
INV103178,CUST005912,SVC8911,AGT075,Paid,Bill Payment,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,472.19,31,31,2025,5,21,2025,5,19,2025,6,19,Yes,No Anomaly
INV105307,CUST007789,SVC2773,AGT146,Paid,New Connection,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-East,10,6.34,31,31,2025,2,25,2025,2,21,2025,3,24,Yes,Usage Mismatch
INV104934,CUST003348,SVC1921,AGT056,Pending,Bill Payment,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-West,15,5.59,28,28,2025,7,9,2025,7,8,2025,8,5,Yes,No Anomaly
INV102506,CUST003858,SVC7849,AGT018,Pending,Plan Change,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Rural-Zone,10,1.68,28,28,2025,3,29,2025,3,28,2025,4,25,Yes,No Anomaly
INV101711,CUST004845,SVC4172,AGT094,Paid,Renewal,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-South,1000,797.99,28,28,2024,3,13,2024,3,11,2024,4,8,Yes,No Anomaly
INV103718,CUST006531,SVC3808,AGT023,Pending,New Connection,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-East,10,8.03,30,30,2023,10,26,2023,10,22,2023,11,21,Yes,No Anomaly
INV104871,CUST007430,SVC5331,AGT019,Pending,New Connection,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-A,1000,237.54,30,30,2024,3,15,2024,3,13,2024,4,12,Yes,No Anomaly
INV107894,CUST007932,SVC6149,AGT146,Partial,Bill Payment,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,191.5,279.32,Circle-East,5,2.72,28,28,2024,1,27,2024,1,24,2024,2,21,Yes,No Anomaly
INV104667,CUST007506,SVC2976,AGT070,Pending,New Connection,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Rural-Zone,100,64.54,30,30,2024,6,26,2024,6,21,2024,7,21,Yes,No Anomaly
INV106834,CUST004394,SVC5371,AGT076,Paid,Renewal,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,11219.4,-1780.58,Rural-Zone,500,468.43,28,28,2024,11,16,2024,11,11,2024,12,9,Yes,No Anomaly
INV104213,CUST005671,SVC9195,AGT107,Pending,New Connection,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-West,5,3.15,28,28,2024,2,1,2024,1,27,2024,2,24,Yes,No Anomaly
INV104438,CUST002900,SVC8946,AGT076,Pending,Renewal,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-West,5,0.17,28,28,2024,12,19,2024,12,18,2025,1,15,Yes,Billing Error
INV107587,CUST005886,SVC3895,AGT090,Partial,Plan Change,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,12608.9,2729.92,Circle-South,1000,68.69,28,28,2024,7,29,2024,7,26,2024,8,23,Yes,Usage Mismatch
INV108919,CUST000187,SVC8801,AGT098,Paid,Plan Change,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-North,200,249.82,30,30,2024,10,2,2024,9,30,2024,10,30,Yes,No Anomaly
INV102657,CUST002500,SVC7725,AGT056,Paid,Recharge,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-East,10,3.98,30,30,2025,2,23,2025,2,19,2025,3,21,Yes,No Anomaly
INV106000,CUST006496,SVC7156,AGT024,Paid,Bill Payment,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-B,1000,814.27,31,31,2025,6,10,2025,6,5,2025,7,6,Yes,Billing Error
INV100701,CUST001628,SVC2382,AGT107,Pending,Renewal,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-South,500,379.78,28,28,2024,6,5,2024,6,3,2024,7,1,Yes,No Anomaly
INV107311,CUST005219,SVC1733,AGT093,Paid,Plan Change,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,3610.83,-1252.01,Rural-Zone,50,21.04,30,30,2025,3,11,2025,3,7,2025,4,6,Yes,No Anomaly
INV101699,CUST004145,SVC8182,AGT090,Pending,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-West,30,14.78,31,31,2023,10,5,2023,10,1,2023,11,1,Yes,No Anomaly
INV108313,CUST005770,SVC4781,AGT044,Paid,Renewal,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-North,30,23.92,31,23,2025,4,18,2025,4,17,2025,5,18,Yes,No Anomaly
INV105586,CUST003991,SVC9201,AGT085,Paid,Renewal,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-South,5,3.05,31,31,2023,9,27,2023,9,22,2023,10,23,Yes,No Anomaly
INV106317,CUST002993,SVC9501,AGT132,Paid,Plan Change,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3957.45,3957.45,0.0,Metro-B,100,81.06,30,30,2024,9,18,2024,9,17,2024,10,17,Yes,No Anomaly
INV102476,CUST005269,SVC9693,AGT034,Paid,New Connection,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-South,15,2.35,28,28,2024,12,30,2024,12,26,2025,1,23,Yes,Usage Mismatch
INV106218,CUST000716,SVC2399,AGT056,Paid,Renewal,UPI,Youth Special,Prepaid,599,107.82,706.82,832.04,832.04,0.0,Circle-West,10,4.87,30,30,2024,5,12,2024,5,9,2024,6,8,Yes,No Anomaly
INV105495,CUST004040,SVC6271,AGT058,Paid,Plan Change,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-South,15,0.32,28,28,2025,3,31,2025,3,26,2025,4,23,Yes,No Anomaly
INV106490,CUST003600,SVC3473,AGT090,Paid,New Connection,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,2342.51,2342.51,0.0,Rural-Zone,30,22.03,30,30,2024,7,10,2024,7,8,2024,8,7,Yes,No Anomaly
INV108089,CUST004920,SVC9401,AGT110,Partial,New Connection,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1438.55,330.27,Circle-North,30,13.87,31,31,2025,3,11,2025,3,9,2025,4,9,Yes,Usage Mismatch
INV107332,CUST001953,SVC2150,AGT026,Paid,New Connection,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,549.19,-78.37,Circle-North,5,1.12,30,30,2025,8,9,2025,8,4,2025,9,3,Yes,Usage Mismatch
INV107060,CUST004415,SVC9279,AGT070,Paid,Renewal,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,6585.8,-1866.98,Circle-South,150,86.5,30,30,2023,12,11,2023,12,7,2024,1,6,Yes,No Anomaly
INV104834,CUST002754,SVC2492,AGT142,Paid,Renewal,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-North,10,3.54,31,31,2024,7,2,2024,6,27,2024,7,28,Yes,No Anomaly
INV106000,CUST005415,SVC5225,AGT013,Paid,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Metro-A,750,190.49,30,30,2024,1,18,2024,1,14,2024,2,13,Yes,No Anomaly
INV104205,CUST003941,SVC1725,AGT022,Paid,New Connection,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-West,15,11.88,28,28,2024,6,4,2024,6,2,2024,6,30,Yes,No Anomaly
INV108518,CUST000357,SVC4726,AGT014,Paid,Renewal,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Rural-Zone,200,101.1,30,23,2024,3,26,2024,3,21,2024,4,20,Yes,No Anomaly
INV106192,CUST002249,SVC3372,AGT041,Paid,Bill Payment,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,4041.1,4041.1,0.0,Circle-South,75,66.61,30,30,2024,12,29,2024,12,28,2025,1,27,Yes,No Anomaly
INV102204,CUST007570,SVC4550,AGT082,Paid,Renewal,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Rural-Zone,15,5.16,31,31,2024,3,7,2024,3,2,2024,4,2,Yes,No Anomaly
INV106000,CUST003563,SVC1304,AGT070,Paid,Bill Payment,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Rural-Zone,75,20.57,31,31,2024,3,23,2024,3,20,2024,4,20,Yes,Billing Error
INV102188,CUST004403,SVC1436,AGT089,Paid,Bill Payment,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-West,15,0.1,31,31,2024,9,15,2024,9,11,2024,10,12,Yes,No Anomaly
INV100523,CUST001342,SVC4166,AGT058,Pending,New Connection,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Rural-Zone,25,11.25,30,30,2025,3,31,2025,3,27,2025,4,26,Yes,Usage Mismatch
INV108644,CUST002112,SVC4107,AGT131,Paid,New Connection,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-South,10,9.12,30,28,2024,11,3,2024,10,31,2024,11,30,Yes,No Anomaly
INV102501,CUST003085,SVC5600,AGT127,Paid,New Connection,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-West,5,4.0,28,28,2023,10,16,2023,10,14,2023,11,11,Yes,No Anomaly
INV104170,CUST004066,SVC1253,AGT136,Pending,Renewal,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Rural-Zone,500,410.72,30,30,2024,4,22,2024,4,18,2024,5,18,Yes,No Anomaly
INV100365,CUST001013,SVC9966,AGT065,Pending,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-B,50,21.1,30,30,2024,6,7,2024,6,6,2024,7,6,Yes,No Anomaly
INV101208,CUST002838,SVC8280,AGT039,Pending,Recharge,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-West,10,3.24,31,31,2025,2,2,2025,2,1,2025,3,4,Yes,Billing Error
INV106000,CUST003074,SVC7825,AGT135,Paid,New Connection,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Metro-A,40,29.06,28,28,2023,10,30,2023,10,27,2023,11,24,Yes,No Anomaly
INV103488,CUST006669,SVC9725,AGT025,Paid,Bill Payment,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-A,25,0.64,31,31,2025,8,10,2025,8,7,2025,9,7,Yes,Billing Error
INV106003,CUST001748,SVC2973,AGT126,Paid,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,4657.18,4657.18,0.0,Rural-Zone,200,94.69,31,31,2023,11,11,2023,11,6,2023,12,7,Yes,No Anomaly
INV103445,CUST005871,SVC9183,AGT010,Paid,Plan Change,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-South,1000,84.69,31,31,2024,4,30,2024,4,29,2024,5,30,Yes,No Anomaly
INV102577,CUST005970,SVC7496,AGT042,Pending,Recharge,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Metro-B,15,0.35,28,28,2023,10,3,2023,9,28,2023,10,26,Yes,No Anomaly
INV105704,CUST005926,SVC5768,AGT015,Paid,Renewal,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-East,150,35.15,31,31,2024,1,20,2024,1,19,2024,2,19,Yes,No Anomaly
INV109350,CUST005967,SVC4591,AGT135,Paid,Renewal,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Metro-B,50,76.43,28,28,2025,4,26,2025,4,25,2025,5,23,Yes,Usage Mismatch
INV102927,CUST004249,SVC1712,AGT068,Paid,New Connection,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Rural-Zone,5,3.13,30,30,2025,7,9,2025,7,6,2025,8,5,Yes,No Anomaly
INV106000,CUST005887,SVC2985,AGT057,Paid,New Connection,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-South,500,323.67,28,28,2025,1,25,2025,1,22,2025,2,19,Yes,Usage Mismatch
INV102094,CUST007788,SVC1640,AGT130,Pending,Plan Change,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-B,1000,426.6,31,31,2024,7,1,2024,6,27,2024,7,28,Yes,Usage Mismatch
INV106238,CUST006565,SVC3569,AGT108,Paid,Renewal,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,11244.63,11244.63,0.0,Circle-South,500,339.79,28,28,2024,7,16,2024,7,12,2024,8,9,Yes,No Anomaly
INV100912,CUST007903,SVC3761,AGT135,Paid,Plan Change,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Metro-A,75,43.28,31,31,2025,8,30,2025,8,25,2025,9,25,Yes,No Anomaly
INV105955,CUST004362,SVC6991,AGT027,Pending,Renewal,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-East,500,171.3,31,31,2023,9,8,2023,9,4,2023,10,5,Yes,No Anomaly
INV104468,CUST002290,SVC7319,AGT126,Paid,New Connection,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-North,10,6.45,31,31,2023,11,9,2023,11,8,2023,12,9,Yes,No Anomaly
INV104883,CUST002440,SVC7240,AGT020,Paid,Recharge,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Rural-Zone,750,632.66,30,30,2023,10,5,2023,10,3,2023,11,2,Yes,No Anomaly
INV106698,CUST000897,SVC4469,AGT006,Paid,Plan Change,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1808.15,1808.15,0.0,Rural-Zone,40,5.8,28,28,2025,4,24,2025,4,19,2025,5,17,Yes,No Anomaly
INV106000,CUST007704,SVC6486,AGT025,Paid,Renewal,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Rural-Zone,40,8.8,31,31,2024,4,7,2024,4,3,2024,5,4,Yes,No Anomaly
INV106000,CUST001723,SVC5440,AGT015,Paid,Recharge,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,148.25,30,30,2023,10,16,2023,10,12,2023,11,11,Yes,No Anomaly
INV107412,CUST002103,SVC2445,AGT037,Partial,Renewal,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,2954.83,583.99,Circle-East,100,61.73,30,30,2025,2,4,2025,2,3,2025,3,5,Yes,No Anomaly
INV101407,CUST006193,SVC7484,AGT005,Pending,Bill Payment,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-North,100,30.68,30,30,2025,3,30,2025,3,25,2025,4,24,Yes,No Anomaly
INV107408,CUST006149,SVC9243,AGT073,Partial,Bill Payment,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,602.65,222.17,Metro-B,15,1.33,31,31,2025,1,19,2025,1,18,2025,2,18,Yes,Billing Error
INV106798,CUST007699,SVC4356,AGT131,Paid,Plan Change,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,12093.53,12093.53,0.0,Circle-South,500,190.6,28,28,2024,5,7,2024,5,6,2024,6,3,Yes,No Anomaly
INV109231,CUST006998,SVC5930,AGT129,Paid,Recharge,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Metro-B,5,10.85,31,31,2023,11,23,2023,11,20,2023,12,21,Yes,No Anomaly
INV101225,CUST002704,SVC2213,AGT118,Paid,Recharge,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Metro-B,15,3.77,30,30,2024,3,25,2024,3,21,2024,4,20,Yes,Billing Error
INV101643,CUST004377,SVC2774,AGT037,Paid,Recharge,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Rural-Zone,15,5.68,31,31,2024,2,18,2024,2,15,2024,3,17,Yes,No Anomaly
INV108886,CUST001701,SVC5776,AGT049,Paid,New Connection,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-East,10,13.75,30,30,2025,4,3,2025,3,31,2025,4,30,Yes,Billing Error
INV104584,CUST005246,SVC4293,AGT036,Pending,Recharge,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-B,750,92.97,28,28,2025,8,15,2025,8,11,2025,9,8,Yes,No Anomaly
INV101108,CUST000994,SVC9646,AGT014,Pending,Bill Payment,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-West,50,25.6,30,30,2024,11,24,2024,11,19,2024,12,19,Yes,No Anomaly
INV101664,CUST007637,SVC8918,AGT046,Pending,Renewal,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Metro-B,30,20.59,30,30,2025,6,23,2025,6,18,2025,7,18,Yes,No Anomaly
INV102969,CUST002008,SVC7761,AGT093,Pending,Renewal,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-South,40,36.05,30,30,2025,4,30,2025,4,26,2025,5,26,Yes,No Anomaly
INV106183,CUST006832,SVC4424,AGT138,Paid,Recharge,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2570.55,2570.55,0.0,Circle-East,75,59.97,28,28,2025,6,10,2025,6,7,2025,7,5,Yes,No Anomaly
INV108876,CUST002436,SVC3396,AGT007,Paid,Recharge,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-South,750,1823.84,28,28,2025,5,25,2025,5,21,2025,6,18,Yes,Usage Mismatch
INV102835,CUST007348,SVC9738,AGT012,Pending,Bill Payment,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-West,25,12.89,30,30,2024,8,26,2024,8,25,2024,9,24,Yes,No Anomaly
INV102114,CUST005365,SVC5333,AGT137,Paid,Renewal,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-South,750,89.13,30,30,2023,9,6,2023,9,3,2023,10,3,Yes,No Anomaly
INV103299,CUST000871,SVC6477,AGT079,Paid,Bill Payment,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-North,50,10.64,30,30,2024,10,1,2024,9,30,2024,10,30,Yes,No Anomaly
INV106000,CUST005397,SVC9274,AGT019,Paid,Bill Payment,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-West,40,32.07,31,31,2024,7,24,2024,7,19,2024,8,19,Yes,No Anomaly
INV109246,CUST000611,SVC1534,AGT109,Paid,Plan Change,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Metro-A,150,306.46,31,31,2025,6,28,2025,6,25,2025,7,26,Yes,No Anomaly
INV101698,CUST005949,SVC1889,AGT141,Pending,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-A,200,138.55,30,30,2024,8,24,2024,8,21,2024,9,20,Yes,No Anomaly
INV101327,CUST004077,SVC4164,AGT040,Paid,Bill Payment,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-South,15,12.83,31,31,2024,3,26,2024,3,21,2024,4,21,Yes,No Anomaly
INV102876,CUST001855,SVC5427,AGT137,Paid,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-North,200,144.95,30,30,2025,8,2,2025,7,28,2025,8,27,Yes,No Anomaly
INV108988,CUST001982,SVC4601,AGT111,Paid,New Connection,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Metro-B,750,1660.91,31,31,2024,7,1,2024,6,26,2024,7,27,Yes,No Anomaly
INV103486,CUST003467,SVC5000,AGT128,Pending,Plan Change,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-A,50,45.03,30,30,2023,9,8,2023,9,4,2023,10,4,Yes,Rate Error
INV109378,CUST001660,SVC5300,AGT055,Paid,Plan Change,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-North,1000,1381.31,30,30,2024,3,2,2024,2,26,2024,3,27,Yes,Usage Mismatch
INV101992,CUST007893,SVC9885,AGT104,Paid,Plan Change,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-South,5,4.2,31,31,2024,11,7,2024,11,4,2024,12,5,Yes,No Anomaly
INV106449,CUST002860,SVC9555,AGT021,Paid,Plan Change,UPI,Data Booster,Prepaid,999,179.82,1178.82,1653.14,1653.14,0.0,Metro-B,25,10.23,28,28,2025,8,8,2025,8,3,2025,8,31,Yes,Rate Error
INV102165,CUST006045,SVC6270,AGT106,Paid,Recharge,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-West,25,16.19,30,30,2025,5,4,2025,5,1,2025,5,31,Yes,Usage Mismatch
INV101078,CUST007634,SVC9192,AGT080,Paid,Recharge,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Metro-A,30,24.32,30,30,2025,5,30,2025,5,25,2025,6,24,Yes,No Anomaly
INV108868,CUST000579,SVC6543,AGT123,Paid,New Connection,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Rural-Zone,750,1358.86,31,31,2023,9,21,2023,9,19,2023,10,20,Yes,No Anomaly
INV106107,CUST004606,SVC4082,AGT042,Paid,Plan Change,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,3416.89,3416.89,0.0,Rural-Zone,75,65.65,31,31,2024,4,13,2024,4,9,2024,5,10,Yes,No Anomaly
